timestamp,joints,joint angle
23/06/11 17:33:35.405,"[3, 2, 1]",171.94568911550243
23/06/11 17:33:35.405,"[2, 1, 0]",147.1566518551974
23/06/11 17:33:35.405,"[8, 7, 6]",170.30216194122858
23/06/11 17:33:35.405,"[12, 11, 10]",165.28970044787314
23/06/11 17:33:35.406,"[16, 15, 14]",174.22467135283424
23/06/11 17:33:35.406,"[20, 19, 18]",179.30814733116492
23/06/11 17:33:35.471,"[4, 3, 2]",177.69327236757843
23/06/11 17:33:35.471,"[3, 2, 1]",178.70741010331645
23/06/11 17:33:35.471,"[2, 1, 0]",151.19872163639187
23/06/11 17:33:35.471,"[8, 7, 6]",136.43897228453537
23/06/11 17:33:35.472,"[12, 11, 10]",166.28669912099502
23/06/11 17:33:35.472,"[16, 15, 14]",170.8352239839059
23/06/11 17:33:35.472,"[20, 19, 18]",167.45501569702478
23/06/11 17:33:35.539,"[4, 3, 2]",177.84472308878608
23/06/11 17:33:35.540,"[3, 2, 1]",178.32456373407763
23/06/11 17:33:35.540,"[2, 1, 0]",150.48638715641948
23/06/11 17:33:35.540,"[8, 7, 6]",135.6226319454777
23/06/11 17:33:35.541,"[12, 11, 10]",166.56209580241486
23/06/11 17:33:35.541,"[16, 15, 14]",170.97096230400447
23/06/11 17:33:35.541,"[20, 19, 18]",166.98409298837308
23/06/11 17:33:35.615,"[4, 3, 2]",177.74200472548384
23/06/11 17:33:35.615,"[3, 2, 1]",179.06689024430185
23/06/11 17:33:35.615,"[2, 1, 0]",149.99728315720463
23/06/11 17:33:35.615,"[8, 7, 6]",132.16841381530892
23/06/11 17:33:35.616,"[12, 11, 10]",165.99756916152631
23/06/11 17:33:35.616,"[16, 15, 14]",170.82101977684374
23/06/11 17:33:35.616,"[20, 19, 18]",166.61037502168293
23/06/11 17:33:35.685,"[4, 3, 2]",178.995882325938
23/06/11 17:33:35.685,"[3, 2, 1]",179.21069384712004
23/06/11 17:33:35.685,"[2, 1, 0]",149.77463370951833
23/06/11 17:33:35.685,"[8, 7, 6]",135.36762191899012
23/06/11 17:33:35.685,"[12, 11, 10]",166.97972580316141
23/06/11 17:33:35.686,"[16, 15, 14]",171.24780327681611
23/06/11 17:33:35.686,"[20, 19, 18]",166.94384207955684
23/06/11 17:33:35.754,"[4, 3, 2]",178.91596341281792
23/06/11 17:33:35.754,"[3, 2, 1]",179.461735681758
23/06/11 17:33:35.754,"[2, 1, 0]",150.05031292992848
23/06/11 17:33:35.755,"[8, 7, 6]",136.49089115927316
23/06/11 17:33:35.755,"[12, 11, 10]",168.94574504392787
23/06/11 17:33:35.755,"[16, 15, 14]",171.60442082217992
23/06/11 17:33:35.756,"[20, 19, 18]",167.0403878712744
23/06/11 17:33:35.822,"[4, 3, 2]",177.66727949772186
23/06/11 17:33:35.822,"[3, 2, 1]",179.7878481791918
23/06/11 17:33:35.823,"[2, 1, 0]",148.9219762925428
23/06/11 17:33:35.823,"[8, 7, 6]",135.38128582376422
23/06/11 17:33:35.823,"[12, 11, 10]",169.51507805793162
23/06/11 17:33:35.824,"[16, 15, 14]",172.22736592820533
23/06/11 17:33:35.824,"[20, 19, 18]",167.71784006176372
23/06/11 17:33:35.923,"[4, 3, 2]",178.1999641097771
23/06/11 17:33:35.923,"[3, 2, 1]",179.32429523078332
23/06/11 17:33:35.923,"[2, 1, 0]",148.85402904807307
23/06/11 17:33:35.923,"[8, 7, 6]",132.53986726942142
23/06/11 17:33:35.924,"[12, 11, 10]",167.6650299570389
23/06/11 17:33:35.924,"[16, 15, 14]",171.45297801195906
23/06/11 17:33:35.924,"[20, 19, 18]",168.25823953977576
23/06/11 17:33:35.986,"[4, 3, 2]",178.49404017445667
23/06/11 17:33:35.986,"[3, 2, 1]",179.56041770674938
23/06/11 17:33:35.986,"[2, 1, 0]",150.8803137134089
23/06/11 17:33:35.986,"[8, 7, 6]",130.93375836250047
23/06/11 17:33:35.987,"[12, 11, 10]",166.71489749558688
23/06/11 17:33:35.987,"[16, 15, 14]",170.3995586449346
23/06/11 17:33:35.987,"[20, 19, 18]",165.74079275602807
23/06/11 17:33:36.058,"[4, 3, 2]",178.580209147325
23/06/11 17:33:36.058,"[3, 2, 1]",179.9449989939747
23/06/11 17:33:36.059,"[2, 1, 0]",151.98249202520932
23/06/11 17:33:36.059,"[8, 7, 6]",124.88533682078531
23/06/11 17:33:36.059,"[12, 11, 10]",163.2933779904228
23/06/11 17:33:36.060,"[16, 15, 14]",169.0038576833826
23/06/11 17:33:36.060,"[20, 19, 18]",164.86208903639383
23/06/11 17:33:36.128,"[4, 3, 2]",179.31096222372395
23/06/11 17:33:36.128,"[3, 2, 1]",179.2363663705046
23/06/11 17:33:36.128,"[2, 1, 0]",151.62946317622342
23/06/11 17:33:36.128,"[8, 7, 6]",121.72621943395728
23/06/11 17:33:36.129,"[12, 11, 10]",162.53866545579444
23/06/11 17:33:36.129,"[16, 15, 14]",168.8863135559953
23/06/11 17:33:36.129,"[20, 19, 18]",164.69674798419524
23/06/11 17:33:36.203,"[4, 3, 2]",179.0033333389979
23/06/11 17:33:36.203,"[3, 2, 1]",179.39149435358547
23/06/11 17:33:36.203,"[2, 1, 0]",152.04899845065265
23/06/11 17:33:36.204,"[8, 7, 6]",126.88884500645646
23/06/11 17:33:36.204,"[12, 11, 10]",163.4656381942273
23/06/11 17:33:36.204,"[16, 15, 14]",168.3515647231956
23/06/11 17:33:36.205,"[20, 19, 18]",163.17071147393332
23/06/11 17:33:36.296,"[4, 3, 2]",179.33337004036832
23/06/11 17:33:36.296,"[3, 2, 1]",179.00182327452058
23/06/11 17:33:36.297,"[2, 1, 0]",151.84051759921996
23/06/11 17:33:36.297,"[8, 7, 6]",124.9550845684924
23/06/11 17:33:36.297,"[12, 11, 10]",162.30890172731415
23/06/11 17:33:36.297,"[16, 15, 14]",169.40118025951034
23/06/11 17:33:36.298,"[20, 19, 18]",164.33419431067452
23/06/11 17:33:36.365,"[4, 3, 2]",179.9901958942719
23/06/11 17:33:36.366,"[3, 2, 1]",178.3448298761131
23/06/11 17:33:36.366,"[2, 1, 0]",154.17437144334016
23/06/11 17:33:36.366,"[8, 7, 6]",131.43663296437998
23/06/11 17:33:36.366,"[12, 11, 10]",161.60560096558052
23/06/11 17:33:36.366,"[16, 15, 14]",168.28659886800966
23/06/11 17:33:36.367,"[20, 19, 18]",162.79542507386964
23/06/11 17:33:36.436,"[4, 3, 2]",179.9542647114104
23/06/11 17:33:36.436,"[3, 2, 1]",178.9643130894001
23/06/11 17:33:36.436,"[2, 1, 0]",153.6553467798325
23/06/11 17:33:36.436,"[8, 7, 6]",124.15332613637617
23/06/11 17:33:36.437,"[12, 11, 10]",160.2256966009495
23/06/11 17:33:36.437,"[16, 15, 14]",167.4256815029489
23/06/11 17:33:36.437,"[20, 19, 18]",162.32779097720965
23/06/11 17:33:36.511,"[4, 3, 2]",178.61807591447433
23/06/11 17:33:36.511,"[3, 2, 1]",179.0898752211372
23/06/11 17:33:36.511,"[2, 1, 0]",151.38626503761967
23/06/11 17:33:36.511,"[8, 7, 6]",122.27269597647415
23/06/11 17:33:36.512,"[12, 11, 10]",160.68115524863566
23/06/11 17:33:36.512,"[16, 15, 14]",168.01711090921083
23/06/11 17:33:36.512,"[20, 19, 18]",162.58487290662308
23/06/11 17:33:36.578,"[4, 3, 2]",178.43517031237036
23/06/11 17:33:36.578,"[3, 2, 1]",178.641220954752
23/06/11 17:33:36.578,"[2, 1, 0]",151.21570607453359
23/06/11 17:33:36.578,"[8, 7, 6]",127.18909248496061
23/06/11 17:33:36.579,"[12, 11, 10]",164.3706275677055
23/06/11 17:33:36.579,"[16, 15, 14]",169.35877873711075
23/06/11 17:33:36.579,"[20, 19, 18]",163.97872639311683
23/06/11 17:33:36.645,"[4, 3, 2]",179.24725238552685
23/06/11 17:33:36.645,"[3, 2, 1]",179.2920108124151
23/06/11 17:33:36.645,"[2, 1, 0]",151.21659730956185
23/06/11 17:33:36.646,"[8, 7, 6]",127.97010243516232
23/06/11 17:33:36.646,"[12, 11, 10]",163.799801735925
23/06/11 17:33:36.646,"[16, 15, 14]",169.8005066394313
23/06/11 17:33:36.646,"[20, 19, 18]",163.6351813520289
23/06/11 17:33:36.716,"[4, 3, 2]",179.92168849839967
23/06/11 17:33:36.716,"[3, 2, 1]",178.89635920403265
23/06/11 17:33:36.717,"[2, 1, 0]",152.53932382239205
23/06/11 17:33:36.717,"[8, 7, 6]",128.2528389786766
23/06/11 17:33:36.717,"[12, 11, 10]",163.2793462967204
23/06/11 17:33:36.717,"[16, 15, 14]",169.43967253588733
23/06/11 17:33:36.718,"[20, 19, 18]",162.84047614711608
23/06/11 17:33:36.783,"[4, 3, 2]",179.69980955619027
23/06/11 17:33:36.783,"[3, 2, 1]",178.5198558351366
23/06/11 17:33:36.784,"[2, 1, 0]",152.90485223634536
23/06/11 17:33:36.784,"[8, 7, 6]",129.23083725991367
23/06/11 17:33:36.784,"[12, 11, 10]",163.55792150835825
23/06/11 17:33:36.785,"[16, 15, 14]",169.6118591622952
23/06/11 17:33:36.785,"[20, 19, 18]",162.92608197941968
23/06/11 17:33:36.854,"[4, 3, 2]",179.85444215506027
23/06/11 17:33:36.854,"[3, 2, 1]",177.75142958986177
23/06/11 17:33:36.855,"[2, 1, 0]",152.65045616142663
23/06/11 17:33:36.855,"[8, 7, 6]",144.33211093431916
23/06/11 17:33:36.855,"[12, 11, 10]",164.20506655871196
23/06/11 17:33:36.855,"[16, 15, 14]",169.6095508182765
23/06/11 17:33:36.856,"[20, 19, 18]",162.68045051137625
23/06/11 17:33:36.923,"[4, 3, 2]",179.643364765784
23/06/11 17:33:36.923,"[3, 2, 1]",176.48455726850486
23/06/11 17:33:36.923,"[2, 1, 0]",153.8320010874664
23/06/11 17:33:36.924,"[8, 7, 6]",145.87500465357442
23/06/11 17:33:36.924,"[12, 11, 10]",162.42086643517462
23/06/11 17:33:36.924,"[16, 15, 14]",168.91103553738276
