time,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8
12:25:23.399,0,0,0.01,-0.02,0,-0.02,0,0
12:25:23.408,-0.01,0,-0.01,0,0,0,0,0
12:25:23.456,0,0,-0.01,0,0,0,0.02,0
12:25:23.466,0,0,0,-0.02,0,-0.01,0,0
12:25:23.476,0,0,-0.01,0,0,-0.01,0,0
12:25:23.491,0,-0.01,-0.01,0,0,0,0,0
12:25:23.503,0,-0.01,0,0,0,-0.01,0,0.01
12:25:23.513,-0.01,-0.01,0.01,0,-0.01,0,-0.01,-0.01
12:25:23.523,-0.01,-0.01,0.01,0,-0.01,0,-0.01,-0.01
12:25:23.567,0,0,0,0,0,0,0,0
12:25:23.578,-0.01,-0.01,0,-0.01,0,0,0,0
12:25:23.588,0,0,0,0,0,0,-0.01,0
12:25:23.598,0,0,0,0,0,0,-0.01,0
12:25:23.611,0,0,0,-0.01,0,0,-0.02,-0.01
12:25:23.623,-0.01,0,0,-0.01,0,0,-0.01,-0.01
12:25:23.636,-0.01,0.01,-0.01,0,0,0,-0.01,0
12:25:23.683,0,0,0,0,-0.02,0,-0.01,0
12:25:23.695,-0.01,0,0,0,0,0,0,0
12:25:23.707,0,0,0,0,0,-0.02,0,-0.01
12:25:23.720,0,0,0,0,0,-0.02,0,-0.01
12:25:23.731,0,-0.01,0.01,0,0,0,-0.01,0
12:25:23.742,0,0,0.01,-0.01,0,0,0,0
12:25:23.791,0.02,-0.01,-0.01,-0.01,0,0,0,0.01
12:25:23.802,0.02,-0.01,-0.01,-0.01,0,0,0,0.01
12:25:23.814,0,0,-0.01,0,-0.01,0,-0.02,-0.01
12:25:23.824,0,0,-0.01,0,-0.01,0,-0.02,-0.01
12:25:23.833,-0.01,0,-0.01,0,0,-0.01,-0.02,-0.01
12:25:23.843,-0.01,0,-0.01,0,0,-0.01,-0.02,-0.01
12:25:23.851,0,-0.02,0,-0.01,0,0,0,0
12:25:23.903,-0.01,-0.02,0,0,0,-0.01,0,0
12:25:23.915,-0.01,0,-0.01,0,0,0,0,-0.01
12:25:23.930,-0.01,0,-0.01,0,0,0,0,-0.01
12:25:23.944,0,0,0,-0.02,-0.02,0.01,0,0
12:25:23.955,-0.02,0,0.01,0,0,0,0,0
12:25:23.965,0,-0.01,-0.02,-0.01,-0.01,-0.01,0,-0.01
