New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index,middle,ring,little
35:56.034,0.01,-0.01,-0.01,-0.02,-0.01,0.03,0,0,147.288139263954,64.2692856707072,63.6780223388196,69.9346999775735,69.9346999775735
35:56.044,-0.01,0.01,-0.02,-0.01,-0.01,-0.05,0,-0.01,147.146505850502,64.6413145979022,64.0088373701947,70.4263391106942,70.4263391106942
35:56.054,-0.01,0.01,-0.02,-0.01,-0.01,-0.05,0,-0.01,147.004872437046,65.0133435251093,64.3396524015798,70.9179782438388,136.385878736561
35:56.100,0,0,-0.04,-0.02,-0.02,0.07,0.01,0.01,147.08080214071,65.6200434748898,66.3579465389776,75.5787017134717,75.5787017134717
35:56.112,0,-0.01,-0.04,0,-0.02,-0.01,0.02,0,147.156731844374,66.2267434246751,68.3762406764436,80.2394251831574,80.2394251831574
35:56.124,0,-0.01,-0.04,0,-0.02,-0.01,0.02,0,147.23266154804,66.8334433744603,70.3945348138222,84.9001486527268,84.9001486527268
35:56.132,0,0,-0.01,-0.03,0,-0.04,0.05,-0.01,147.308591251704,67.4401433242456,72.4128289512009,89.5608721224125,89.5608721224125
35:56.146,0,0,-0.01,-0.03,0,-0.04,0.05,-0.01,147.264297555382,69.2113177773135,74.6935976204113,94.2299371836707,94.2299371836707
35:56.160,0,0.02,0.08,0,0,0,-0.02,0,147.220003859061,70.982492230396,76.9743662896217,98.8990022449871,98.8990022449871
35:56.207,0,0,0.1,0.01,-0.04,-0.01,-0.05,-0.01,146.534018730556,71.4464109998589,77.3576860046305,99.8073502289044,99.8073502289044
35:56.217,0,0,0,0,0.02,-0.13,-0.04,0.02,145.848033602058,71.9103297693146,77.7410057196321,100.715698212807,100.715698212807
35:56.227,0,0,-0.04,0,0.04,0.06,0,0,145.162048473547,72.3742485387775,78.1243254346482,101.624046196739,101.624046196739
35:56.238,0,0,-0.04,0,0.04,0.06,0,0,144.810378635157,72.7310217111808,78.4214751868349,101.667110690135,101.667110690135
35:56.247,0.01,0,0.04,0.01,-0.01,-0.02,0.04,0,144.458708796767,73.0877948835769,78.7186249390143,101.71017518353,101.71017518353
35:56.257,0.01,0,0.04,0.01,-0.01,-0.02,0.04,0,144.107038958377,73.4445680559802,79.0157746911937,101.753239676926,101.753239676926
35:56.269,0,0,-0.01,0,0,0.06,0,0,143.755369119972,73.8013412283981,79.3129244433876,101.796304170322,101.796304170322
35:56.312,-0.01,-0.01,-0.03,0.01,0.03,-0.13,-0.08,-0.02,143.609358339012,74.2570730373773,79.8052264162689,102.184962410603,102.184962410603
35:56.321,-0.01,-0.01,-0.03,0.01,0.03,-0.13,-0.08,-0.02,143.463347558056,74.7128048463564,80.2975283891574,102.573620650881,102.573620650881
35:56.330,0,-0.01,-0.05,0,0,-0.01,0.06,-0.03,143.317336777094,75.1685366553429,80.7898303620532,102.962278891158,102.962278891158
35:56.342,0,-0.01,-0.05,0,0,-0.01,0.06,-0.03,143.171325996131,75.6242684643366,81.2821323349417,103.350937131443,103.350937131443
35:56.353,0.01,0.01,0.05,0.05,0.05,0.14,0.05,0.01,143.524272699928,75.9257773200879,81.3999182511434,103.992595970652,103.992595970652
35:56.363,0.01,0.01,0.05,0.05,0.05,0.14,0.05,0.01,143.877219403723,76.2272861758393,81.5177041673451,104.634254809862,104.634254809862
35:56.372,0,-0.01,-0.01,-0.04,-0.04,0.02,-0.02,0,144.230166107518,76.5287950315906,81.6354900835468,105.275913649064,105.275913649064
35:56.382,0,0,-0.02,-0.01,-0.01,0.18,-0.02,0,144.583112811313,76.8303038873346,81.7532759997466,105.917572488266,105.917572488266
35:56.423,0,-0.01,0.08,0,0,0.09,0.03,0.01,144.692737468462,77.3799695073249,82.1333510257391,105.940311488493,105.940311488493
35:56.435,0,-0.03,0.1,0,0.03,0.26,-0.04,0.02,144.802362125609,77.9296351273078,82.5134260517225,105.963050488719,105.963050488719
35:56.445,0,-0.03,0.1,0,0.03,0.26,-0.04,0.02,144.911986782756,78.4793007472908,82.8935010777132,105.985789488945,105.985789488945
35:56.455,-0.01,-0.01,-0.03,-0.02,-0.04,-0.03,0,-0.01,144.854437202212,79.4083293314761,84.3829692137951,108.135232399334,108.135232399334
35:56.465,0,0.02,0.03,0,0.02,0.06,0.01,-0.01,144.796887621669,80.3373579156469,85.8724373498699,110.284675309726,110.284675309726
35:56.476,-0.02,-0.03,0,-0.03,-0.02,-0.03,-0.01,-0.01,144.739338041126,81.2663864998322,87.3619054859591,112.434118220146,112.434118220146
35:56.488,-0.02,0,-0.04,-0.02,-0.04,-0.31,-0.07,-0.01,144.681788460583,82.1954150840174,88.8513736220339,114.583561130537,114.583561130537
35:56.497,0,0,-0.08,0,-0.05,-0.46,0.01,0.01,144.624238880041,83.1244436682027,90.3408417581086,116.733004040929,116.733004040929
35:56.553,0,0,0.03,0.02,0.02,0,0.01,0,144.773355835618,83.7275281462062,91.1418434141815,117.765344337182,117.765344337182
35:56.563,0,0,0.03,0.02,0.02,0,0.01,0,144.922472791201,84.3306126242096,91.9428450702399,118.797684633435,118.797684633435
35:56.573,0,0,-0.02,0.01,0.05,0.03,0.03,0,145.071589746778,84.933697102213,92.7438467263273,119.830024929717,119.830024929717
35:56.581,0,0,-0.02,0.01,0.05,0.03,0.03,0,145.220706702359,85.5367815802165,93.5448483824002,120.862365225985,120.862365225985
35:56.592,0,0.03,0.09,0.01,-0.03,-0.02,-0.08,0,145.369823657937,86.1398660582345,94.3458500384731,121.894705522238,121.894705522238
35:56.601,0,-0.01,-0.05,-0.01,0,0.07,0.01,0.01,145.044775586095,86.1540876202007,94.1305874090867,122.233302301967,122.233302301967
35:56.644,0,0.01,-0.08,-0.01,-0.06,-0.23,-0.02,-0.01,144.719727514253,86.1683091821669,93.915324779704,122.571899081704,122.571899081704
35:56.654,0,0.01,-0.01,-0.03,0.01,0.19,0.02,0,144.394679442426,86.1825307441329,93.7000621503248,122.910495861426,122.910495861426
35:56.664,0,0.01,-0.01,-0.03,0.01,0.19,0.02,0,144.498617313049,87.4815146970504,94.8749698798638,124.928630850365,124.928630850365
35:56.675,0,-0.03,-0.04,-0.01,0.02,-0.01,-0.02,0.01,144.602555183676,88.7804986499541,96.0498776093882,126.946765839297,126.946765839297
35:56.687,0,-0.03,-0.04,-0.01,0.02,-0.01,-0.02,0.01,144.706493054297,90.0794826028286,97.2247853388835,128.964900828258,128.964900828258
35:56.696,0,-0.03,0.01,0,-0.01,-0.03,0.1,0.01,144.810430924919,91.3784665557323,98.3996930684079,130.98303581716,130.98303581716
35:56.705,0,-0.03,0.01,0,-0.01,-0.03,0.1,0.01,144.509424291544,92.618458104218,100.037900134368,132.63424876114,132.63424876114
35:56.715,-0.01,-0.01,-0.07,-0.02,-0.05,-0.07,0,0,144.208417658163,93.8584496527328,101.676107200357,134.285461705149,134.285461705149
35:56.758,0,0.03,0,0,0,-0.04,-0.01,0,144.015544323993,93.9362921095399,103.001651041064,135.225640104007,135.225640104007
35:56.779,0,-0.02,-0.01,-0.02,-0.02,0.06,0.01,0,143.822670989823,94.0141345663469,104.327194881771,136.165818502865,136.165818502865
35:56.790,-0.01,-0.03,-0.05,-0.01,0,-0.19,-0.01,0,143.629797655656,94.0919770231521,105.65273872242,137.105996901693,137.105996901693
35:56.800,-0.01,0.04,0.07,0.01,0.01,0.24,-0.04,0,143.616636976849,94.2420424247593,107.123817849904,138.798387190967,138.798387190967
35:56.810,-0.01,0,0,-0.01,0,0.07,-0.02,0,143.603476298042,94.3921078263666,108.59489697736,140.49077748027,140.49077748027
35:56.820,0,-0.03,-0.04,0,0,0,-0.02,0,143.590315619235,94.5421732279719,110.065976104815,142.183167769515,142.183167769515
35:56.866,-0.01,0.01,-0.05,0,-0.01,-0.01,-0.02,-0.03,143.624347741821,96.1627877863502,111.768083294359,143.673786820553,143.673786820553
35:56.882,0,-0.03,-0.04,-0.01,0,0,0.01,0,143.658379864407,97.7834023447504,113.470190483917,145.16440587159,145.16440587159
35:56.897,0,0,0.01,0.02,-0.03,0.14,-0.06,-0.01,143.577751703138,98.5544150924397,114.29064778582,145.925518049204,145.925518049204
35:56.909,0,0,-0.08,0.02,0.04,0.34,-0.01,0.01,143.497123541872,99.3254278401291,115.111105087708,146.686630226788,146.686630226788
35:56.917,0,0.01,0.03,-0.04,-0.02,-0.38,0,0.02,143.416495380605,100.096440587804,115.931562389611,147.447742404373,147.447742404373
35:56.927,0,0,0.01,0.01,-0.02,0,-0.02,0.01,143.335867219335,100.867453335508,116.752019691528,148.208854582001,148.208854582001
35:56.971,0,-0.01,-0.03,-0.05,0.03,0.15,-0.02,0,143.333455440247,101.699345077257,117.104374954386,147.889035240085,147.889035240085
35:56.984,0,0.03,0.08,0,-0.03,0.19,-0.01,-0.02,143.331043661159,102.531236819006,117.456730217244,147.569215898176,147.569215898176
35:56.993,0,0,0.05,0.01,-0.01,0.01,-0.03,0,143.32863188207,103.363128560784,117.809085480112,147.249396556253,147.249396556253
35:57.004,0,0,0.05,0.01,-0.01,0.01,-0.03,0,143.375738161591,103.379265043753,118.103291511106,147.335972325322,147.335972325322
35:57.015,-0.02,-0.03,-0.07,-0.04,-0.02,-0.02,-0.01,-0.02,143.422844441111,103.395401526721,118.397497542101,147.42254809439,147.42254809439
35:57.026,0,-0.01,-0.02,0,0.02,0.04,-0.15,-0.01,143.469950720631,103.41153800969,118.691703573088,147.509123863458,147.509123863458
35:57.036,0,0,-0.01,-0.03,-0.01,0.15,0.03,0,143.517057000153,103.427674492658,118.985909604089,147.595699632526,147.595699632526
35:57.077,-0.01,-0.01,-0.05,-0.04,-0.03,0,0.02,0,143.757536119967,105.36175288423,120.346912382854,147.393903880075,147.393903880075
35:57.085,-0.01,-0.01,-0.05,-0.04,-0.03,0,0.02,0,143.99801523978,107.295831275813,121.707915161649,147.19210812762,147.19210812762
35:57.095,-0.03,-0.01,0,0,0.03,-0.11,-0.02,-0.02,144.360532403029,108.48258605806,121.907968752173,146.963410607263,146.963410607263
35:57.104,-0.03,-0.01,0,0,0.03,-0.11,-0.02,-0.02,144.723049566281,109.66934084025,122.108022342698,146.734713086909,146.734713086909
35:57.113,0,0,0,0.02,0.02,0.16,-0.14,0,145.085566729533,110.856095622468,122.30807593323,146.506015566549,146.506015566549
35:57.125,0,0,0,0.02,0.02,0.16,-0.14,0,145.448083892785,112.042850404687,122.508129523754,146.277318046188,146.277318046188
35:57.133,0,0.03,0.04,0,-0.03,-0.09,0.05,0,145.81060105603,113.229605186905,122.708183114271,146.048620525835,146.048620525835
35:57.143,0,-0.03,-0.02,0,0.01,-0.09,-0.02,0,146.173118219287,114.416359969138,122.908236704794,145.819923005476,165.494796732766
35:57.197,0.01,0,0.11,0,-0.01,0.09,0.04,0.01,146.500892598036,114.518109372115,123.021366417735,145.595026092687,145.595026092687
35:57.207,0.01,-0.01,-0.03,0,0.07,0.62,0,0,146.828666976777,114.619858775088,123.134496130675,145.370129179908,145.370129179908
35:57.217,0,0,-0.02,0,0.02,0.25,-0.01,-0.01,147.156441355517,114.721608178064,123.247625843615,145.145232267132,145.145232267132
35:57.226,0,0,-0.02,0,0.02,0.25,-0.01,-0.01,147.484215734265,114.823357581041,123.360755556554,144.920335354345,144.920335354345
35:57.236,0,-0.03,-0.06,0,0.05,-0.1,0.01,0,147.811990113012,114.925106984017,123.473885269495,144.695438441562,144.695438441562
35:57.245,0,-0.03,-0.06,0,0.05,-0.1,0.01,0,147.975286594216,114.638270493284,123.628275568788,144.535175713208,144.535175713208
35:57.255,-0.01,-0.02,-0.02,-0.02,0,0,-0.04,-0.01,148.138583075419,114.35143400255,123.782665868082,144.374912984855,144.374912984855
35:57.295,0,0.01,0.1,0.02,-0.03,-0.04,-0.01,-0.01,148.30187955662,114.064597511817,123.937056167375,144.214650256497,144.214650256497
35:57.305,0,0.01,0.1,0.02,-0.03,-0.04,-0.01,-0.01,148.36755365171,114.307041857799,124.310559793012,144.414433277849,144.414433277849
35:57.316,0,0,-0.04,0.04,0,-0.06,-0.01,0,148.433227746798,114.549486203781,124.684063418652,144.614216299196,144.614216299196
35:57.324,0,0,-0.04,0.04,0,-0.06,-0.01,0,148.498901841889,114.791930549771,125.0575670443,144.813999320551,144.813999320551
35:57.333,-0.01,-0.01,-0.02,0.01,0.04,-0.08,0,0.01,148.564575936978,115.034374895753,125.43107066994,145.013782341903,145.013782341903
35:57.344,-0.01,-0.06,-0.02,-0.04,-0.03,0.08,0,0,148.630250032068,115.276819241742,125.80457429558,145.213565363261,145.213565363261
35:57.352,0,0,-0.01,-0.03,0,-0.21,0,0,149.256785897815,118.621363600512,130.919088236697,149.224352289079,149.224352289079
35:57.366,0,-0.01,-0.03,-0.01,-0.05,-0.14,-0.09,-0.02,149.883321763555,121.965907959267,136.033602177748,153.23513921487,153.23513921487
35:57.411,-0.01,0.02,0.04,-0.03,0,0,-0.01,-0.01,149.959398226807,122.795178360233,136.927994736019,153.733387072345,153.733387072345
35:57.422,-0.01,0.02,0.04,-0.03,0,0,-0.01,-0.01,150.035474690059,123.624448761169,137.822387294291,154.23163492982,154.23163492982
35:57.434,0,0,-0.03,0.01,0.02,-0.01,0.07,0.02,150.111551153313,124.453719162149,138.716779852577,154.729882787302,154.729882787302
35:57.445,0,0,-0.03,0.01,0.02,-0.01,0.07,0.02,150.187627616566,125.282989563129,139.611172410849,155.228130644769,155.228130644769
35:57.455,0,0.01,0.01,-0.02,-0.01,0.32,0.02,0,150.263704079818,126.11225996408,140.505564969106,155.726378502222,155.726378502222
35:57.465,0,0.01,0.01,-0.02,-0.01,0.32,0.02,0,150.501291067949,127.778241414679,142.857749762101,158.672960792843,158.672960792843
35:57.476,0,-0.05,-0.11,0,0.01,0.08,-0.02,-0.01,150.73887805608,129.444222865277,145.209934555052,161.619543083449,161.619543083449
35:57.521,-0.02,0.02,0.03,0.01,-0.04,-0.37,-0.17,-0.04,150.80209961751,129.463375456836,145.076870659543,161.586432532395,161.586432532395
35:57.532,0,-0.01,-0.01,-0.01,-0.03,0.01,-0.01,-0.01,150.865321178941,129.482528048395,144.943806764037,161.553321981341,161.553321981341
35:57.544,0,-0.01,-0.01,-0.01,-0.03,0.01,-0.01,-0.01,150.92854274037,129.501680639954,144.810742868529,161.520211430289,161.520211430289
35:57.559,0,-0.04,0.02,0.03,0.03,0.13,0.01,0,150.9917643018,129.520833231513,144.677678973019,161.487100879237,161.487100879237
35:57.570,0,-0.01,0.02,-0.04,-0.04,-0.16,0.05,0,151.054985863231,129.539985823073,144.544615077508,161.453990328183,161.453990328183
35:57.581,0,0.02,0.05,-0.02,-0.04,-0.04,0,0,151.120922292898,130.041947110665,145.306188667855,164.000773224165,164.000773224165
35:57.617,0.02,0,0.02,0.05,0.07,-0.13,-0.02,0.02,151.186858722565,130.54390839826,146.067762258201,166.547556120204,166.547556120204
35:57.627,0.02,0,0.02,0.05,0.07,-0.13,-0.02,0.02,151.226433273768,130.825784004999,146.461983791407,167.06847410991,167.06847410991
35:57.634,0,-0.01,-0.02,0.01,-0.03,-0.22,-0.05,-0.01,151.26600782497,131.107659611735,146.856205324599,167.589392099617,167.589392099617
35:57.644,0.01,0,-0.04,-0.03,-0.02,0.03,0.01,-0.01,151.305582376173,131.389535218477,147.25042685779,168.110310089338,168.110310089338
35:57.653,0,0.01,0.11,0.04,0.07,-0.13,-0.01,0.01,151.345156927377,131.671410825227,147.644648391011,168.631228079059,168.631228079059
35:57.662,0,0.01,0.11,0.04,0.07,-0.13,-0.01,0.01,151.384731478581,131.953286431977,148.038869924232,169.152146068765,169.152146068765
35:57.672,-0.01,-0.01,-0.03,0.01,-0.05,-0.11,-0.02,0,151.424306029784,132.235162038713,148.433091457438,169.673064058472,169.673064058472
35:57.682,-0.01,0,-0.04,-0.02,-0.02,0.45,0.09,0,151.463880580985,132.517037645448,148.82731299063,170.193982048178,170.193982048178
35:57.692,-0.01,0,0,-0.03,-0.03,0.07,-0.01,-0.01,151.503455132189,132.798913252185,149.221534523826,170.714900037899,166.470639347305
35:57.741,-0.01,-0.02,-0.05,-0.02,-0.05,0.09,0.05,0,151.519839047478,132.702657491325,149.080460354633,170.774605229803,170.774605229803
35:57.752,-0.01,-0.02,-0.05,-0.02,-0.05,0.09,0.05,0,151.536222962768,132.606401730467,148.939386185437,170.834310421707,170.834310421707
35:57.763,-0.03,-0.02,-0.03,0,0.03,0.02,0.04,-0.02,151.552606878057,132.510145969609,148.79831201625,170.894015613611,170.894015613611
35:57.774,0,0,-0.05,0.01,0.06,0.28,0.02,0,151.568990793347,132.413890208751,148.657237847057,170.953720805515,170.953720805515
35:57.786,-0.01,-0.02,-0.01,-0.07,-0.08,-0.23,-0.11,0,151.585374708636,132.317634447892,148.516163677867,171.013425997418,171.013425997418
35:57.799,0,0.09,0.04,0.01,-0.08,-0.38,-0.03,0,151.417627269553,132.298737991108,148.508618415428,170.828709910003,170.828709910003
35:57.841,-0.02,-0.04,-0.06,0,0,-0.08,-0.02,0,151.249879830473,132.279841534322,148.50107315299,170.643993822585,170.643993822585
35:57.852,-0.02,-0.04,-0.06,0,0,-0.08,-0.02,0,151.082132391388,132.260945077538,148.493527890551,170.459277735168,170.459277735168
35:57.861,0,0.01,0.02,0.03,0.02,-0.05,0,0,151.075651639905,132.328323816608,148.825760026877,170.594985767802,170.594985767802
35:57.869,0,0.01,0.02,0.03,0.02,-0.05,0,0,151.069170888422,132.395702555677,149.157992163207,170.73069380044,170.73069380044
35:57.879,0,-0.01,-0.05,0.01,0.05,0.18,0.06,-0.02,151.062690136939,132.463081294745,149.49022429953,170.866401833075,170.866401833075
35:57.889,-0.01,-0.01,0.01,-0.02,0,0.12,0.02,-0.02,151.056209385456,132.530460033815,149.822456435846,171.002109865709,171.002109865709
35:57.901,0,-0.01,0,0,-0.03,-0.01,0.03,0,151.049728633974,132.597838772885,150.154688572162,171.137817898347,171.137817898347
35:57.909,-0.02,0.01,0.01,0,-0.04,-0.35,0.02,-0.04,151.043247882491,132.665217511956,150.486920708492,171.273525930985,171.273525930985
35:57.952,0,0.03,-0.03,0.01,0.03,0.12,0.02,-0.03,151.258548742617,132.918803813169,150.871165303939,171.435362713715,171.435362713715
35:57.961,0,0.03,-0.03,0.01,0.03,0.12,0.02,-0.03,151.473849602748,133.172390114385,151.255409899397,171.597199496449,171.597199496449
35:57.971,0,-0.02,0.02,0,0.02,0.21,-0.03,-0.01,151.274645345693,133.072960910054,151.085895800517,171.415926237736,171.415926237736
35:57.986,-0.01,-0.04,-0.03,-0.02,-0.06,0.01,0.03,-0.02,151.07544108864,132.973531705724,150.916381701645,171.234652979023,171.234652979023
35:57.999,-0.02,-0.01,-0.02,-0.01,0.04,0.03,0.12,0,150.876236831584,132.874102501391,150.746867602767,171.05337972031,171.05337972031
35:58.011,0,0.02,0.08,0,-0.02,-0.22,0,0.01,150.809817925873,132.79828177798,151.051561180317,171.432534722426,171.432534722426
35:58.054,0,0,-0.07,0,0.03,-0.1,-0.05,0,150.743399020162,132.72246105457,151.356254757862,171.811689724535,171.811689724535
35:58.063,0,0,-0.02,-0.01,-0.05,-0.3,0,0,150.953974542532,132.866324224731,151.469677463218,172.042754405549,172.042754405549
35:58.072,0,0,0,-0.01,0,0.1,0.05,0,151.16455006491,133.010187394902,151.583100168576,172.273819086571,172.273819086571
35:58.081,0.01,0.03,0.05,0,0,-0.14,-0.05,0.01,151.375125587278,133.154050565059,151.696522873928,172.504883767586,172.504883767586
35:58.091,0.01,0.03,0.05,0,0,-0.14,-0.05,0.01,151.585701109645,133.297913735223,151.809945579287,172.735948448608,172.735948448608
35:58.102,0,-0.01,-0.03,0.02,0.02,0.13,-0.05,0.01,151.79627663202,133.441776905383,151.923368284641,172.967013129626,172.967013129626
35:58.111,0,-0.01,-0.03,0.02,0.02,0.13,-0.05,0.01,152.006852154391,133.585640075544,152.036790989994,173.198077810641,173.198077810641
35:58.120,-0.01,0.01,0.02,-0.01,0.01,0.14,-0.03,-0.04,151.653241804743,133.298167494708,151.387801919831,171.880596814983,171.880596814983
35:58.129,0,-0.02,-0.02,0,0.01,-0.01,0,-0.01,151.299631455095,133.010694913875,150.738812849668,170.563115819357,170.563115819357
35:58.169,0,0,0.12,0.02,0,0.07,0,0,151.367816914,132.77550178158,150.400569133395,170.495392692583,170.495392692583
35:58.179,-0.01,-0.02,-0.01,-0.03,0.01,0.24,-0.13,-0.03,151.436002372904,132.540308649281,150.062325417137,170.42766956581,170.42766956581
35:58.188,0,0,-0.06,-0.06,-0.02,-0.13,0.01,0,151.504187831812,132.305115516967,149.724081700857,170.359946439035,170.359946439035
35:58.199,0,0.01,0,0.02,0.01,0.09,0.04,0.03,151.572373290719,132.069922384657,149.385837984577,170.292223312261,170.292223312261
35:58.207,0,0.01,0,0.02,0.01,0.09,0.04,0.03,151.640558749623,131.834729252354,149.047594268304,170.22450018549,170.22450018549
35:58.216,0,-0.03,-0.09,-0.03,-0.02,-0.15,0,-0.01,151.576028349012,131.747551013931,148.622212288166,169.663927965288,169.663927965288
35:58.225,0,-0.03,-0.09,-0.03,-0.02,-0.15,0,-0.01,151.511497948401,131.660372775508,148.196830308028,169.103355745086,169.103355745086
35:58.235,-0.01,0.02,-0.06,-0.07,-0.07,-0.26,-0.07,-0.04,151.44696754779,131.573194537088,147.771448327898,168.542783524885,168.542783524885
35:58.274,-0.01,0,0,0,0.09,-0.2,0,0,151.74005051428,131.664439048662,147.815757382557,168.539819423659,168.539819423659
35:58.285,-0.01,0,0,0,0.09,-0.2,0,0,152.033133480778,131.755683560234,147.860066437215,168.536855322433,168.536855322433
35:58.294,0,-0.02,-0.02,-0.01,-0.03,-0.21,0.01,0.03,152.326216447269,131.846928071807,147.904375491872,168.533891221208,168.533891221208
35:58.303,-0.01,0,-0.02,0,0,0.11,0.02,0,152.619299413775,131.938172583381,147.948684546531,168.530927119982,168.530927119982
35:58.313,-0.01,-0.04,-0.13,-0.02,0,0.24,0,0,152.348485640134,132.017930535217,147.871445828541,168.43910425952,168.43910425952
35:58.328,0,0,0.09,0.03,0.05,-0.05,0.19,0.01,152.077671866493,132.097688487051,147.79420711055,168.347281399057,168.347281399057
35:58.345,0,0,-0.04,-0.01,-0.01,0.04,0.01,-0.01,151.806858092852,132.177446438885,147.71696839256,168.255458538597,168.255458538597
35:58.390,0,-0.01,0,-0.02,-0.03,-0.3,-0.21,0.02,151.983298299765,132.503995548075,148.092960906892,168.838497569632,168.838497569632
35:58.402,0.01,0.01,0.06,-0.02,-0.06,-0.24,0.01,-0.01,152.159738506676,132.830544657252,148.468953421216,169.421536600654,169.421536600654
35:58.410,0.01,0.01,0.06,-0.02,-0.06,-0.24,0.01,-0.01,152.140884852596,132.83985496307,148.533496101461,169.573491969397,169.573491969397
35:58.420,-0.01,-0.04,-0.07,-0.01,-0.05,-0.51,0.03,0,152.122031198516,132.849165268888,148.598038781707,169.72544733814,169.72544733814
35:58.430,-0.01,0,-0.02,-0.03,-0.02,0.01,0.03,-0.02,152.103177544436,132.858475574706,148.662581461953,169.87740270689,169.87740270689
35:58.439,0,-0.02,-0.04,0,-0.05,0.06,-0.17,0.01,152.084323890356,132.867785880524,148.7271241422,170.029358075633,170.029358075633
35:58.450,0,-0.02,-0.04,0,-0.05,0.06,-0.17,0.01,152.065470236276,132.877096186342,148.791666822446,170.18131344438,170.18131344438
35:58.490,0,0,-0.01,0.01,0.06,0.3,0.12,0.04,152.16075742247,132.92404054691,148.642836228924,169.531761055325,169.531761055325
35:58.500,0,-0.05,-0.07,-0.02,0.01,0.38,0,0,152.256044608663,132.970984907476,148.494005635404,168.882208666277,168.882208666277
35:58.509,0,-0.05,-0.07,-0.02,0.01,0.38,0,0,152.13342438068,132.953215778641,148.371430473828,168.714185455716,168.714185455716
35:58.518,0,-0.01,-0.01,-0.03,-0.01,0.17,0,0,152.010804152698,132.935446649806,148.248855312257,168.546162245155,168.546162245155
35:58.528,0,-0.01,-0.01,-0.03,-0.01,0.17,0,0,151.888183924715,132.917677520971,148.126280150682,168.37813903459,168.37813903459
35:58.541,0,0.02,0.02,0,0,0.21,0.02,-0.01,151.765563696732,132.899908392136,148.003704989105,168.210115824029,168.210115824029
35:58.550,0,0.02,0.02,0,0,0.21,0.02,-0.01,151.642943468752,132.882139263301,147.881129827532,168.042092613472,168.042092613472
35:58.559,0,0,0.03,-0.01,0,-0.02,0.07,-0.08,151.995456374429,133.030700055537,148.043972595389,167.913487173575,167.913487173575
35:58.599,-0.01,0.01,-0.03,-0.01,0,-0.23,-0.02,0,152.347969280101,133.179260847774,148.206815363246,167.784881733678,167.784881733678
35:58.607,-0.01,0.01,-0.03,-0.01,0,-0.23,-0.02,0,152.382057547522,133.180119086272,148.216633438214,167.823709184828,167.823709184828
35:58.616,-0.01,0.01,-0.03,-0.01,0,-0.23,-0.02,0,152.416145814943,133.180977324771,148.226451513182,167.862536635978,167.862536635978
35:58.630,-0.02,0,-0.04,-0.02,-0.04,-0.09,-0.01,0,152.450234082364,133.181835563269,148.23626958815,167.901364087128,167.901364087128
35:58.644,-0.02,-0.02,-0.06,0,-0.03,-0.28,0.08,0,152.484322349785,133.182693801768,148.246087663117,167.940191538278,167.940191538278
35:58.656,-0.01,0,0.01,0,-0.08,-0.51,-0.09,0,152.518410617206,133.183552040266,148.255905738085,167.979018989429,167.979018989429
35:58.668,0,-0.01,0.1,0.05,0.02,0.36,0.17,-0.01,152.024348780546,133.279460589109,147.754369775386,167.31679875993,167.31679875993
35:58.709,-0.02,-0.03,-0.01,-0.08,-0.16,-0.83,-0.26,-0.01,151.530286943878,133.375369137954,147.252833812679,166.654578530419,166.654578530419
35:58.718,0.01,0,-0.01,0.05,0.13,0.28,-0.03,0.04,151.484592644617,133.496049036992,147.237851227047,166.588287889848,166.588287889848
35:58.727,0.01,0,-0.01,0.05,0.13,0.28,-0.03,0.04,151.438898345357,133.616728936027,147.222868641414,166.52199724928,166.52199724928
35:58.737,0,0.01,0.01,-0.03,-0.05,-0.26,-0.02,-0.04,151.393204046097,133.737408835063,147.207886055781,166.455706608713,166.455706608713
35:58.745,0.01,0,-0.02,0.01,0.01,-0.35,-0.07,0,151.347509746836,133.858088734094,147.192903470148,166.389415968146,166.389415968146
35:58.755,-0.01,0.04,0.08,0,0,0.02,0.07,-0.03,151.301815447576,133.978768633129,147.177920884516,166.323125327578,166.323125327578
35:58.764,0,0,0,0,0.05,0.09,0.03,0.02,151.256121148314,134.099448532168,147.162938298882,166.256834687008,166.256834687008
35:58.773,0,0,0,0,0.05,0.09,0.03,0.02,151.05165863543,134.330662863391,147.418379570539,166.330563899751,166.330563899751
35:58.783,0,0.04,-0.05,0.02,0.01,0.14,0.04,0.02,150.847196122542,134.561877194616,147.673820842196,166.404293112494,166.404293112494
35:58.827,0.01,-0.01,0.03,0.01,0.03,0.01,0.01,0,150.628818221259,134.723036137399,147.850024495103,166.666282564624,166.666282564624
35:58.836,-0.01,0.02,0,0,0.01,0.1,0.06,0,150.410440319967,134.884195080183,148.026228148014,166.928272016761,166.928272016761
35:58.847,-0.01,0.02,0,0,0.01,0.1,0.06,0,150.192062418682,135.045354022968,148.202431800921,167.190261468895,167.190261468895
35:58.856,-0.01,0.02,0,0,0.01,0.1,0.06,0,149.973684517397,135.206512965749,148.378635453828,167.452250921029,167.452250921029
35:58.867,-0.02,0.01,-0.03,0,-0.08,-0.73,-0.25,-0.05,149.874643138735,135.620923072529,148.703251042683,167.587561603768,167.587561603768
35:58.876,0,0,-0.01,-0.01,0.01,0.72,-0.07,-0.03,149.775601760073,136.035333179323,149.027866631557,167.722872286507,167.722872286507
