New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index,middle,ring,little
37:17.993,0.06,-0.04,-0.16,0.05,0.01,0.15,0.19,0.07,98.9552056135071,150.062190701148,166.144628904585,178.370259095889,178.370259095889
37:18.056,-0.14,0.06,-0.07,0.04,0.05,-0.33,0.02,0.05,98.8455574195905,149.830930177122,165.935070125688,178.420245641367,178.420245641367
37:18.068,-0.04,0.1,0.05,0,0.09,-0.06,-0.1,0.05,98.7359092256702,149.599669653093,165.725511346798,178.470232186843,178.470232186843
37:18.077,-0.04,0.1,0.05,0,0.09,-0.06,-0.1,0.05,98.6262610317535,149.368409129071,165.515952567897,178.520218732319,178.520218732319
37:18.088,-0.01,-0.18,0.21,-0.04,0.06,0.17,0.15,0.01,98.5166128378369,149.137148605048,165.306393789,178.570205277798,178.570205277798
37:18.100,-0.01,-0.18,0.21,-0.04,0.06,0.17,0.15,0.01,98.4069646439166,148.905888081023,165.096835010096,178.620191823278,178.620191823278
37:18.140,0,0.03,-0.05,0,0.25,0.35,0.05,0.04,98.6191680355387,148.887943954332,165.305735870083,178.062197013372,178.062197013372
37:18.152,0.14,0.06,-0.06,0,-0.15,-0.93,0,0.05,98.831371427159,148.869999827642,165.514636730066,177.504202203469,177.504202203469
37:18.162,0.14,0.06,-0.06,0,-0.15,-0.93,0,0.05,99.350661659686,149.002291298781,165.54481252142,177.389453014937,177.389453014937
37:18.172,-0.17,-0.16,0.08,0.06,0.54,0.04,0.01,0,99.8699518921785,149.134582769915,165.574988312773,177.27470382641,177.27470382641
37:18.182,-0.17,-0.16,0.08,0.06,0.54,0.04,0.01,0,100.389242124686,149.266874241057,165.605164104128,177.159954637878,177.159954637878
37:18.194,0.46,0.04,-0.05,0,-0.08,-0.38,-0.08,-0.05,100.908532357207,149.399165712199,165.635339895482,177.045205449349,177.045205449349
37:18.203,-0.02,0,0.02,-0.01,-0.04,-0.89,-0.04,-0.01,101.4278225897,149.531457183333,165.665515686836,176.930456260821,176.930456260821
37:18.213,0.12,0,-0.05,-0.02,-0.09,0.23,0.01,0.07,101.947112822215,149.66374865447,165.69569147819,176.815707072291,154.535767545903
37:18.254,0.02,0.02,0.1,0.04,-0.05,0.59,-0.48,-0.11,102.562326264873,149.382936854301,165.179062436451,177.133804823767,177.133804823767
37:18.266,-0.18,0.23,-0.04,-0.06,-0.14,-0.23,0.18,0.02,103.17753970754,149.102125054153,164.662433394697,177.451902575252,177.451902575252
37:18.276,0.01,0.05,-0.05,0,0.02,0.07,0.26,0.06,103.792753150177,148.82131325399,164.145804352956,177.770000326724,177.770000326724
37:18.290,-0.16,0,-0.09,-0.08,-0.15,-0.61,-0.08,-0.05,104.407966592844,148.540501453819,163.629175311216,178.088098078209,178.088098078209
37:18.299,-0.16,0,-0.09,-0.08,-0.15,-0.61,-0.08,-0.05,105.023180035481,148.259689653656,163.112546269476,178.406195829681,178.406195829681
37:18.309,0.04,0.04,0.08,0.04,0.29,0.54,0.12,0.04,104.99348248034,148.638247713479,163.157445314622,178.220957901358,178.220957901358
37:18.322,-0.15,0,0.01,0.02,0.09,0,0,-0.07,104.963784925199,149.016805773295,163.202344359768,178.035719973039,178.035719973039
37:18.364,0.4,0.04,-0.01,-0.01,-0.13,-0.35,-0.1,-0.02,105.458974339119,148.594582570026,162.913277271018,178.008531098299,178.008531098299
37:18.375,-0.06,-0.14,-0.01,0.02,0.1,0.12,0.17,0.08,105.954163753035,148.172359366756,162.624210182265,177.981342223558,177.981342223558
37:18.386,-0.06,-0.14,-0.01,0.02,0.1,0.12,0.17,0.08,106.449353166958,147.750136163493,162.335143093522,177.954153348818,177.954153348818
37:18.397,-0.07,0.05,-0.05,-0.07,-0.3,0.14,-0.01,0.01,107.056325156213,147.103410768599,161.571245093146,178.264687649411,178.264687649411
37:18.409,-0.03,-0.08,-0.09,-0.07,-0.14,0.13,0,-0.05,107.663297145482,146.456685373705,160.807347092777,178.575221950006,178.575221950006
37:18.418,-0.03,-0.08,-0.09,-0.07,-0.14,0.13,0,-0.05,108.270269134737,145.80995997884,160.043449092394,178.885756250602,178.885756250602
37:18.431,-0.03,-0.12,0.08,-0.02,0.02,0.16,-0.15,0,108.877241123992,145.163234583961,159.279551092011,179.196290551197,179.196290551197
37:18.473,0.1,0.06,0.03,0.01,0.19,0.07,-0.01,0.06,109.106773137761,143.98591141442,158.442338443456,179.351773964836,179.351773964836
37:18.482,0.1,0.06,0.03,0.01,0.19,0.07,-0.01,0.06,109.336305151526,142.808588244894,157.605125794908,179.507257378471,179.507257378471
37:18.492,-0.08,0.09,-0.04,-0.16,-0.34,0.08,0.11,-0.01,111.340216355049,141.332438302343,156.199345361674,178.275344703608,178.275344703608
37:18.502,-0.08,0.09,-0.04,-0.16,-0.34,0.08,0.11,-0.01,113.344127558637,139.856288359792,154.793564928405,177.04343202876,177.04343202876
37:18.514,0.1,-0.13,-0.13,0,-0.03,0.14,0.06,-0.01,115.348038762168,138.380138417211,153.387784495164,175.811519353912,175.811519353912
37:18.524,-0.05,-0.2,0.1,0,-0.14,0.35,-0.21,0,117.351949965756,136.903988474602,151.982004061865,174.579606679035,174.579606679035
37:18.537,-0.08,0.11,0,0.01,0.13,-0.28,0.06,0.06,119.355861169268,135.427838532041,150.576223628609,173.347694004206,164.040378025848
37:18.592,-0.05,-0.03,0,-0.05,0,0.13,0.08,0.03,120.67225134687,134.778645913859,150.871162420171,173.959093995159,173.959093995159
37:18.603,-0.05,-0.03,0,-0.05,0,0.13,0.08,0.03,121.988641524513,134.129453295682,151.166101211733,174.570493986103,174.570493986103
37:18.613,0.12,0.02,-0.12,0.11,0.37,-0.07,-0.11,-0.03,123.305031702155,133.48026067749,151.461040003298,175.18189397706,175.18189397706
37:18.622,0.12,0.02,-0.12,0.11,0.37,-0.07,-0.11,-0.03,124.621421879798,132.831068059313,151.755978794863,175.793293968003,175.793293968003
37:18.632,0,0.01,-0.06,-0.04,-0.08,-0.29,-0.02,0.01,123.406399372863,135.854995884234,153.625276112201,176.113561195227,176.113561195227
37:18.641,0,0.01,-0.06,-0.04,-0.08,-0.29,-0.02,0.01,122.191376865929,138.878923709213,155.494573429518,176.43382842245,176.43382842245
37:18.651,-0.17,0.05,0.19,0,-0.13,-0.05,-0.41,-0.11,120.976354359038,141.902851534076,157.363870746805,176.754095649667,176.754095649667
37:18.693,-0.35,0,0,-0.03,0.19,-0.21,-0.17,-0.01,120.796217591658,143.402241316624,158.805458802235,176.995109376792,176.995109376792
37:18.706,0.02,-0.05,-0.03,0,0.01,-0.29,0.08,0.08,120.616080824278,144.901631099172,160.247046857665,177.236123103925,177.236123103925
37:18.717,0.05,0.2,-0.05,-0.03,-0.14,-0.59,0.03,0,120.435944056902,146.40102088172,161.688634913036,177.477136831047,177.477136831047
37:18.729,0.07,0,-0.08,0.06,0.26,0.2,0.04,-0.01,120.255807289526,147.900410664268,163.130222968437,177.718150558161,177.718150558161
37:18.739,0.07,0,-0.08,0.06,0.26,0.2,0.04,-0.01,121.62701078628,147.823060574498,162.903452957464,178.23495905575,178.23495905575
37:18.750,0.07,0,-0.08,0.06,0.26,0.2,0.04,-0.01,122.998214283027,147.745710484727,162.67668294649,178.751767553331,178.751767553331
37:18.761,-0.05,0.08,0.02,-0.04,-0.13,-0.19,0.23,0.1,124.369417779788,147.668360394959,162.449912935521,179.268576050919,179.268576050919
37:18.808,-0.08,0,0,0,0.18,-0.06,0.05,-0.01,123.976980397027,147.10913571604,161.874619695642,179.008289377489,179.008289377489
37:18.819,0,0.04,0,0.07,0,-0.24,0.06,0.04,123.584543014265,146.549911037117,161.299326455759,178.748002704058,178.748002704058
37:18.828,-0.22,-0.02,0.05,0.01,0.04,0.5,0,-0.02,123.19210563149,145.9906863582,160.724033215869,178.487716030624,178.487716030624
37:18.838,-0.02,0.48,0.1,0.01,-0.01,0.06,-0.01,0,122.799668248721,145.431461679284,160.148739975986,178.22742935719,178.22742935719
37:18.848,0,-0.14,-0.08,0,0.04,0.16,0.16,-0.03,123.213076505119,145.93069894248,160.530816457838,178.622194092459,178.622194092459
37:18.857,0,-0.14,-0.08,0,0.04,0.16,0.16,-0.03,123.626484761509,146.429936205663,160.912892939683,179.016958827728,179.016958827728
37:18.867,0.03,0.07,0.04,-0.04,-0.06,0.86,0.17,-0.03,124.039893017893,146.929173468845,161.294969421513,179.411723562975,179.411723562975
37:18.910,-0.03,0,-0.05,0.01,0.03,0.03,0.04,-0.02,124.919340461143,146.830514917101,161.300798755751,179.524731895397,179.524731895397
37:18.922,-0.03,0,-0.05,0.01,0.03,0.03,0.04,-0.02,125.798787904409,146.731856365357,161.306628089989,179.637740227823,179.637740227823
37:18.933,-0.15,-0.03,0,0,-0.17,-0.11,-0.07,0,126.678235347645,146.633197813611,161.312457424227,179.750748560247,179.750748560247
37:18.942,0.1,-0.04,-0.09,0,0,-0.16,0.03,0,127.557682790866,146.534539261869,161.318286758464,179.863756892668,179.863756892668
37:18.952,0.03,-0.12,0.08,0.11,0.17,-0.36,-0.23,-0.05,128.602786365009,147.905483575683,162.013266819187,179.306151981305,179.306151981305
37:18.961,0.03,-0.12,0.08,0.11,0.17,-0.36,-0.23,-0.05,129.647889939166,149.276427889505,162.70824687992,178.748547069947,178.748547069947
37:18.973,-0.04,-0.05,-0.05,-0.02,-0.06,0.16,0.07,-0.02,130.692993513308,150.647372203297,163.403226940631,178.190942158602,178.190942158602
37:19.016,0,-0.08,0,-0.04,-0.05,0.13,0.09,0,131.408547847735,150.866496203555,163.433482302441,178.132280072394,178.132280072394
37:19.026,0,-0.03,0,0,0.08,-0.2,-0.05,0.07,132.124102182148,151.085620203812,163.46373766425,178.073617986187,178.073617986187
37:19.034,-0.04,-0.14,0,-0.04,-0.01,-0.03,-0.03,0.01,132.83965651656,151.304744204066,163.49399302606,178.014955899979,178.014955899979
37:19.045,-0.04,-0.14,0,-0.04,-0.01,-0.03,-0.03,0.01,133.555210850958,151.52386820432,163.52424838787,177.956293813771,177.956293813771
37:19.053,-0.28,-0.21,0.05,0.07,0.15,1.04,-0.01,0.01,134.826473008812,150.741744760744,162.980379693086,178.274552481489,178.274552481489
37:19.063,-0.05,-0.02,-0.08,-0.07,-0.05,-0.47,-0.1,-0.06,136.097735166666,149.959621317161,162.43651099829,178.592811149203,178.592811149203
37:19.074,0.07,0.2,-0.06,0.01,-0.03,0.01,-0.04,0.01,137.368997324491,149.177497873563,161.892642303501,178.911069816917,178.911069816917
37:19.083,0,-0.04,-0.04,-0.04,-0.18,0,0.06,0.01,138.640259482345,148.395374429965,161.348773608712,179.229328484638,179.229328484638
37:19.127,0.08,-0.03,0.08,0,0.06,-0.2,0.07,-0.01,139.570788060446,148.457382928156,161.604901553594,178.832438119585,178.832438119585
37:19.140,-0.22,0.18,0.01,-0.02,0.01,0.17,0.05,-0.06,140.501316638576,148.519391426345,161.861029498476,178.435547754532,178.435547754532
37:19.151,0.04,-0.05,-0.07,-0.03,-0.03,-0.01,0.05,0,141.431845216692,148.581399924537,162.117157443354,178.038657389479,178.038657389479
37:19.160,0.04,-0.05,-0.07,-0.03,-0.03,-0.01,0.05,0,140.757430508776,148.12664068149,161.756804448101,178.389370000994,178.389370000994
37:19.173,0.11,-0.04,0,0.01,0.01,0.14,0.06,0.07,140.083015800861,147.671881438451,161.396451452849,178.740082612523,178.740082612523
37:19.183,0.11,-0.04,0,0.01,0.01,0.14,0.06,0.07,139.408601092946,147.21712219539,161.036098457596,179.090795224045,179.090795224045
37:19.194,0,0.08,0.1,0.01,-0.02,-0.42,-0.39,0.1,138.734186385031,146.76236295233,160.675745462337,179.441507835567,179.441507835567
37:19.241,0.07,0.15,0.01,0.03,0.1,-0.15,-0.22,-0.06,138.059771677114,146.307603709286,160.315392467083,179.792220447094,157.720892481805
37:19.252,-0.19,-0.06,0.03,0.06,0.05,0.05,0.09,-0.03,138.870729661066,146.266439976392,160.288932563999,179.776699858702,179.776699858702
37:19.263,-0.19,-0.06,0.03,0.06,0.05,0.05,0.09,-0.03,139.681687645032,146.225276243496,160.262472660915,179.761179270309,179.761179270309
37:19.273,0.02,0.12,-0.02,-0.02,0,0.13,0.1,-0.02,140.492645628969,146.184112510602,160.23601275783,179.745658681917,179.745658681917
37:19.285,0.02,0.12,-0.02,-0.02,0,0.13,0.1,-0.02,141.303603612905,146.142948777708,160.209552854746,179.730138093525,179.730138093525
37:19.296,0.03,-0.03,-0.11,-0.04,0.04,0.09,-0.03,-0.02,141.822181895681,146.393292016324,160.753202269523,179.411304902969,179.411304902969
37:19.305,-0.03,-0.07,0,0,0.02,-0.01,-0.19,-0.04,142.340760178457,146.643635254932,161.296851684303,179.092471712418,179.092471712418
37:19.349,0.09,-0.02,-0.04,-0.02,-0.13,-0.09,-0.14,-0.05,142.84265460875,146.763964554872,161.302202122269,179.028703669952,179.028703669952
37:19.360,0.09,-0.02,-0.04,-0.02,-0.13,-0.09,-0.14,-0.05,143.34454903903,146.884293854808,161.307552560236,178.964935627488,178.964935627488
37:19.370,0,0.05,0,0.07,0.17,0.44,0.07,0,143.846443469316,147.004623154751,161.312902998202,178.901167585022,178.901167585022
37:19.382,0,0.05,0,0.07,0.17,0.44,0.07,0,144.348337899588,147.124952454691,161.318253436169,178.837399542557,178.837399542557
37:19.391,0.11,-0.01,0.07,0,0.08,0.09,0.21,0.06,145.086862668977,146.837335069315,161.223430781058,178.861595955632,178.861595955632
37:19.401,0.11,-0.01,0.07,0,0.08,0.09,0.21,0.06,145.825387438381,146.549717683934,161.128608125944,178.885792368707,178.885792368707
37:19.412,-0.06,-0.08,-0.06,-0.02,-0.06,-0.12,0.04,-0.12,146.563912207755,146.262100298562,161.033785470832,178.909988781782,178.909988781782
37:19.451,-0.03,-0.06,0.11,-0.01,-0.08,0,-0.06,0.03,146.461735117668,145.685597862408,160.852463263622,179.049706719319,179.049706719319
37:19.461,-0.03,-0.06,0.11,-0.01,-0.08,0,-0.06,0.03,146.359558027576,145.109095426233,160.671141056409,179.189424656863,179.189424656863
37:19.474,0.04,0.02,0.02,-0.02,0.04,-0.01,-0.11,-0.02,146.257380937486,144.532592990057,160.489818849201,179.329142594401,179.329142594401
37:19.485,0.04,0.02,0.02,-0.02,0.04,-0.01,-0.11,-0.02,146.155203847396,143.956090553897,160.308496641992,179.468860531939,179.468860531939
37:19.496,0.01,0.2,-0.07,-0.02,0,-0.21,-0.12,0.04,146.387328523662,143.792912144017,160.321110037224,179.368057521255,179.368057521255
37:19.505,-0.13,0.29,-0.04,0,0,-0.03,0,-0.01,146.619453199928,143.629733734142,160.333723432457,179.267254510571,179.267254510571
37:19.514,0.08,-0.15,0.02,0.05,-0.09,-0.61,-0.12,0,146.851577876198,143.466555324267,160.346336827689,179.166451499887,179.166451499887
37:19.522,-0.05,0.04,0.01,0.06,0.13,0.05,0.06,0.01,147.083702552467,143.303376914391,160.358950222922,179.065648489202,179.065648489202
37:19.567,-0.16,0.05,-0.01,-0.03,-0.12,-0.67,-0.36,-0.15,146.864518625873,143.048325420277,160.254013137986,179.199831682661,179.199831682661
37:19.578,-0.16,0.05,-0.01,-0.03,-0.12,-0.67,-0.36,-0.15,146.645334699282,142.793273926167,160.149076053052,179.334014876118,179.334014876118
37:19.587,-0.16,0.05,-0.01,-0.03,-0.12,-0.67,-0.36,-0.15,146.426150772688,142.538222432049,160.044138968116,179.468198069579,179.468198069579
37:19.597,0,-0.24,0,-0.01,0,0.26,0,0.01,146.856013755925,142.57909641068,160.156078738557,179.247112053232,179.247112053232
37:19.607,0,-0.24,0,-0.01,0,0.26,0,0.01,147.285876739166,142.61997038931,160.268018508994,179.026026036889,179.026026036889
37:19.624,0.33,-0.2,-0.01,-0.03,-0.08,0.21,0.1,-0.08,147.715739722415,142.660844367942,160.379958279436,178.804940020538,178.804940020538
37:19.671,0.02,0.02,-0.12,-0.02,-0.01,0.02,0.08,0.11,148.427033908956,142.593188970063,160.353077505342,178.75218480274,178.75218480274
37:19.682,0.02,0.02,-0.12,-0.02,-0.01,0.02,0.08,0.11,149.138328095491,142.525533572187,160.326196731247,178.699429584942,178.699429584942
37:19.694,0,0.01,0.12,0.04,0.1,0.31,0.12,0.03,149.849622282039,142.457878174306,160.299315957152,178.646674367142,178.646674367142
37:19.704,0,0.01,0.12,0.04,0.1,0.31,0.12,0.03,149.94397435686,142.281357157706,160.271276132792,178.676226240234,178.676226240234
37:19.715,0.08,0.16,-0.01,0.08,0.16,0.01,0.01,0.08,150.038326431681,142.104836141109,160.243236308432,178.705778113327,178.705778113327
37:19.727,0.08,0.16,-0.01,0.08,0.16,0.01,0.01,0.08,150.132678506503,141.928315124504,160.215196484072,178.73532998642,178.73532998642
37:19.738,-0.02,-0.03,-0.01,-0.07,-0.06,0.07,-0.03,-0.02,150.227030581327,141.751794107895,160.187156659711,178.764881859513,178.764881859513
37:19.780,0.25,0.12,0.13,-0.02,0.05,0.14,0.11,-0.03,149.408404360416,142.243103392153,160.259577284389,178.562199239346,178.562199239346
37:19.790,0.16,0,-0.07,0.02,0,-0.43,-0.11,-0.09,148.589778139503,142.734412676407,160.331997909066,178.359516619181,178.359516619181
37:19.800,-0.09,0.08,-0.04,-0.06,-0.08,-0.05,-0.11,0,148.518306545406,142.628702369293,160.282042363239,178.404560334926,178.404560334926
37:19.811,-0.09,-0.09,-0.1,-0.02,0,-0.02,-0.17,-0.15,148.446834951306,142.522992062179,160.232086817414,178.449604050673,178.449604050673
37:19.821,-0.09,-0.09,-0.1,-0.02,0,-0.02,-0.17,-0.15,148.375363357209,142.417281755066,160.182131271587,178.494647766418,178.494647766418
37:19.834,-0.05,-0.12,0.07,0.03,-0.06,-0.2,-0.44,-0.01,148.303891763113,142.311571447957,160.132175725763,178.539691482161,178.539691482161
37:19.844,-0.05,-0.12,0.07,0.03,-0.06,-0.2,-0.44,-0.01,148.083564255878,142.645902550001,159.960026188503,178.499672180935,178.499672180935
37:19.886,0,-0.26,-0.04,-0.01,0.02,0.28,0.19,0.03,147.863236748639,142.980233652052,159.787876651239,178.459652879709,178.459652879709
37:19.896,0,-0.05,-0.13,-0.05,-0.08,-0.22,0.04,0,147.920151622149,142.909067140792,159.658204836682,178.626664364729,178.626664364729
37:19.907,0,-0.05,-0.13,-0.05,-0.08,-0.22,0.04,0,147.97706649566,142.837900629534,159.52853302213,178.793675849749,178.793675849749
37:19.919,0.03,-0.06,0.21,0.01,0.1,-0.3,0.01,0.03,148.033981369172,142.766734118275,159.398861207566,178.960687334777,178.960687334777
37:19.928,-0.02,0.03,-0.02,0,0.05,-0.16,0.14,-0.04,148.090896242682,142.695567607017,159.26918939301,179.127698819797,179.127698819797
37:19.937,-0.02,0.03,-0.02,0,0.05,-0.16,0.14,-0.04,148.692934423038,143.018259929555,159.556045415993,178.732181215215,178.732181215215
37:19.948,-0.12,0.05,0.04,0.03,-0.04,-0.3,-0.02,0.04,149.294972603398,143.340952252096,159.842901438984,178.336663610622,178.336663610622
37:19.958,-0.12,0.05,0.04,0.03,-0.04,-0.3,-0.02,0.04,149.897010783752,143.663644574634,160.129757461968,177.941146006036,177.941146006036
37:19.999,0.07,0.01,0.08,0.01,0.06,-0.21,-0.13,-0.1,150.034246863332,143.597343481869,160.193443786138,177.968585238905,177.968585238905
37:20.010,0,0.01,-0.07,0,0.03,-0.13,-0.07,-0.01,150.171482942911,143.531042389102,160.257130110311,177.996024471774,177.996024471774
37:20.021,0,0.01,-0.07,0,0.03,-0.13,-0.07,-0.01,150.308719022487,143.464741296337,160.320816434481,178.023463704644,178.023463704644
37:20.032,0.1,0.08,0.06,-0.02,0.06,0.18,-0.28,0.03,150.445955102063,143.398440203575,160.38450275865,178.050902937513,178.050902937513
37:20.042,0.1,0.08,0.06,-0.02,0.06,0.18,-0.28,0.03,150.492929556674,143.680693600349,160.596721340229,177.931191102392,177.931191102392
37:20.052,0.38,-0.01,-0.02,-0.03,0,0.28,0.07,-0.04,150.539904011284,143.962946997133,160.808939921812,177.811479267271,177.811479267271
37:20.061,0,0.07,-0.05,0.03,-0.08,-0.33,0,0.01,150.586878465895,144.245200393903,161.021158503387,177.691767432156,177.691767432156
37:20.106,0.02,0.01,-0.03,0,-0.05,-0.05,-0.33,0,150.702371222036,144.411319488481,160.998038456187,177.769734223933,177.769734223933
37:20.119,-0.03,-0.03,-0.02,-0.01,-0.07,-0.46,0.09,-0.05,150.81786397818,144.577438583059,160.974918408987,177.847701015709,177.847701015709
37:20.128,-0.01,0.12,0,-0.01,-0.04,0.1,-0.03,-0.04,150.933356734324,144.743557677641,160.951798361788,177.925667807487,177.925667807487
37:20.138,-0.01,0.12,0,-0.01,-0.04,0.1,-0.03,-0.04,150.665270606671,144.64769870813,160.79692746629,178.011202713606,178.011202713606
37:20.147,-0.01,0.12,0,-0.01,-0.04,0.1,-0.03,-0.04,150.397184479014,144.551839738615,160.642056570792,178.096737619726,178.096737619726
37:20.158,-0.07,0,-0.05,-0.03,-0.08,0.11,-0.02,-0.04,150.129098351361,144.455980769102,160.487185675294,178.182272525846,178.182272525846
37:20.170,-0.03,-0.17,-0.02,0,-0.04,-0.39,-0.3,0.04,149.861012223701,144.360121799591,160.332314779793,178.267807431965,178.267807431965
37:20.217,-0.12,-0.07,-0.02,0,0,0.12,0,0.06,149.736282760876,144.540122931472,160.40895473935,178.181605147471,178.181605147471
37:20.227,0.02,0.01,0.02,-0.01,-0.04,-0.2,-0.01,-0.08,149.611553298049,144.720124063355,160.485594698907,178.095402862974,178.095402862974
37:20.236,0.01,-0.06,0,0.01,0.02,-0.2,-0.03,0.01,149.572699691457,144.663717002611,160.545163773817,178.115952230397,178.115952230397
37:20.246,0.01,-0.06,0,0.01,0.02,-0.2,-0.03,0.01,149.533846084863,144.607309941866,160.604732848728,178.136501597822,178.136501597822
37:20.255,0.02,-0.08,-0.04,0,-0.02,0.07,0.02,-0.03,149.494992478271,144.55090288112,160.664301923638,178.157050965246,178.157050965246
37:20.270,0.12,-0.1,-0.01,0,-0.03,-0.23,0.05,-0.03,149.456138871679,144.494495820376,160.723870998547,178.177600332669,178.177600332669
37:20.281,-0.03,-0.03,0.04,-0.07,-0.13,-0.18,-0.02,0.06,149.417285265086,144.43808875963,160.783440073458,178.198149700093,155.32874180645
37:20.326,-0.08,-0.05,0.04,0.06,0.11,-0.23,-0.44,-0.16,149.312118866144,144.536462429889,160.714642971034,178.180063396282,178.180063396282
37:20.339,0.01,0.01,0.03,-0.01,0.05,0.56,0.07,0.05,149.206952467201,144.634836100147,160.64584586861,178.161977092471,178.161977092471
37:20.348,0.01,0.01,0.03,-0.01,0.05,0.56,0.07,0.05,149.101786068255,144.733209770409,160.577048766187,178.14389078866,178.14389078866
37:20.361,-0.03,-0.03,-0.04,0.02,0.07,0.32,0.07,0,148.996619669313,144.831583440668,160.508251663765,178.125804484849,178.125804484849
37:20.370,-0.07,0,-0.01,0.02,0.03,-0.42,0.01,0.01,148.891453270371,144.929957110928,160.439454561341,178.107718181038,178.107718181038
37:20.380,-0.07,0,-0.01,0.02,0.03,-0.42,0.01,0.01,149.096478735579,144.898823761741,160.285306505519,178.248712124298,178.248712124298
37:20.393,-0.01,0,-0.03,-0.04,0.01,0.21,0.13,-0.05,149.301504200785,144.867690412555,160.131158449696,178.389706067555,178.389706067555
37:20.440,-0.02,-0.15,-0.07,-0.03,0.01,-0.09,0,0,149.269993994493,144.72805372774,160.039437167965,178.399469608289,178.399469608289
37:20.453,-0.03,0,-0.02,0.05,-0.02,-0.16,0.07,-0.01,149.238483788202,144.588417042924,159.947715886232,178.409233149024,178.409233149024
37:20.462,-0.03,0,-0.02,0.05,-0.02,-0.16,0.07,-0.01,149.20697358191,144.448780358111,159.855994604499,178.418996689758,178.418996689758
37:20.472,-0.03,0,-0.02,0.05,-0.02,-0.16,0.07,-0.01,149.428021456071,144.377742996305,159.943793161958,178.339781419425,178.339781419425
37:20.482,-0.04,-0.02,-0.03,-0.05,-0.05,0.13,0.01,-0.01,149.64906933024,144.306705634497,160.03159171942,178.260566149092,178.260566149092
37:20.491,0.01,0,0.06,0.04,0,-0.23,-0.06,0.01,149.870117204402,144.235668272691,160.119390276879,178.18135087876,178.18135087876
37:20.501,-0.02,0.03,0,0.01,0.01,-0.14,-0.05,0.01,150.091165078557,144.164630910884,160.207188834336,178.102135608426,178.102135608426
37:20.548,0.06,0.04,0.05,0,0.03,0.41,0.03,0.01,150.312212952716,144.093593549075,160.294987391793,178.022920338094,155.408388431104
37:20.558,0.06,0.02,0,-0.05,0.01,0.28,0.28,0.06,150.385430049211,144.118404028439,160.260972647206,177.970719478123,177.970719478123
37:20.568,0.06,0.02,0,-0.05,0.01,0.28,0.28,0.06,150.458647145708,144.143214507802,160.226957902616,177.918518618151,177.918518618151
37:20.579,0.03,-0.05,-0.01,0.01,0.03,-0.27,0,0.08,150.531864242204,144.168024987165,160.192943158028,177.86631775818,177.86631775818
37:20.592,0.03,-0.05,-0.01,0.01,0.03,-0.27,0,0.08,150.605081338701,144.192835466528,160.158928413441,177.81411689821,177.81411689821
37:20.602,0,0.04,0,-0.01,-0.01,-0.11,-0.16,-0.02,150.678298435199,144.217645945892,160.124913668852,177.761916038237,177.761916038237
37:20.612,0.05,0.02,-0.01,0,-0.02,-0.24,-0.17,0,150.751515531695,144.242456425255,160.090898924265,177.709715178267,154.94277533117
37:20.657,-0.04,0,-0.02,0,0.01,0.47,0.09,-0.06,150.70911184528,144.188547117667,160.054597194643,177.70056767238,177.70056767238
37:20.668,-0.04,0,-0.02,0,0.01,0.47,0.09,-0.06,150.666708158866,144.134637810079,160.018295465022,177.691420166493,177.691420166493
37:20.678,0.39,0.04,0.02,0,-0.02,-0.4,0.02,0.02,150.624304472452,144.08072850249,159.981993735401,177.682272660606,177.682272660606
37:20.692,-0.12,0,0.01,0,0.01,-0.09,0.2,-0.01,150.581900786036,144.026819194901,159.94569200578,177.673125154719,177.673125154719
37:20.704,-0.12,0,0.01,0,0.01,-0.09,0.2,-0.01,150.574421327704,143.872848179773,159.693147217407,177.916260996422,177.916260996422
37:20.715,-0.03,0,-0.02,-0.02,-0.04,0.23,-0.14,-0.04,150.566941869372,143.718877164651,159.440602429044,178.159396838128,178.159396838128
37:20.724,-0.03,-0.02,-0.05,-0.02,-0.02,0.17,-0.01,0.02,150.559462411039,143.564906149524,159.188057640673,178.402532679836,178.402532679836
37:20.775,-0.04,-0.05,0.06,-0.01,0.01,0.34,-0.13,-0.03,150.582216849954,143.567960581545,159.28008998869,178.317197146986,178.317197146986
37:20.785,-0.04,-0.05,0.06,-0.01,0.01,0.34,-0.13,-0.03,150.604971288871,143.571015013567,159.37212233671,178.231861614131,178.231861614131
37:20.797,0,-0.01,-0.1,-0.01,-0.02,0.05,-0.15,0.01,150.627725727786,143.574069445588,159.464154684725,178.14652608128,178.14652608128
37:20.806,0,-0.01,-0.1,-0.01,-0.02,0.05,-0.15,0.01,150.650480166701,143.577123877609,159.55618703274,178.061190548427,178.061190548427
37:20.817,0,0.12,0.22,0.03,-0.01,-0.45,0.06,-0.04,150.673234605616,143.58017830963,159.648219380756,177.975855015577,154.521704955395
37:20.874,-0.02,0.01,0,-0.01,-0.01,0.22,0.07,-0.01,150.742156121232,143.645419279838,159.616975632699,178.095647056347,178.095647056347
37:20.885,-0.02,0.01,0,-0.01,-0.01,0.22,0.07,-0.01,150.81107763685,143.710660250046,159.58573188464,178.215439097119,178.215439097119
37:20.898,-0.03,0,-0.02,-0.02,-0.05,-0.52,-0.31,0.01,150.879999152467,143.775901220254,159.554488136582,178.335231137891,178.335231137891
37:20.907,-0.03,0,-0.02,-0.02,-0.05,-0.52,-0.31,0.01,150.91381213382,143.816627611047,159.650002835349,178.299369824321,178.299369824321
