New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index+middle,ring+little
36:33.500,0.01,0.03,0,0,0.09,0.11,-0.01,0,149.487781606527,143.542238639838,167.2239142521
36:33.510,0,0,0,-0.01,-0.03,0,-0.02,0,149.430726685038,143.612463609486,167.285702479982
36:33.518,0,0,0,-0.01,-0.03,0,-0.02,0,149.373671763553,143.682688579134,167.347490707863
36:33.528,0,0,0.01,-0.01,0.02,-0.05,-0.06,0,149.316616842065,143.752913548783,167.409278935744
36:33.540,-0.02,0,-0.01,-0.01,-0.07,-0.18,0,0.01,149.259561920577,143.823138518433,167.471067163624
36:33.550,-0.01,0,0,0,0,0.13,-0.02,-0.02,149.202506999089,143.893363488082,167.532855391504
36:33.560,-0.01,0,0,0,0,0.13,-0.02,-0.02,148.918166235777,143.750238600635,167.430832958461
36:33.600,0,0,0,0.02,0.02,0.19,-0.02,-0.01,148.633825472472,143.607113713192,167.328810525419
36:33.610,-0.01,-0.02,0,0,-0.05,0,0,0,148.621499883696,143.548587298183,167.308550013853
36:33.620,-0.01,-0.02,0,0,-0.05,0,0,0,148.609174294918,143.490060883175,167.288289502288
36:33.631,0,0,-0.01,-0.06,-0.04,-0.12,0,0,148.596848706142,143.431534468165,167.268028990722
36:33.640,0,0,-0.01,-0.06,-0.04,-0.12,0,0,148.584523117365,143.373008053156,167.247768479157
36:33.649,0,-0.02,0.01,0,-0.03,-0.06,0,0,148.572197528588,143.314481638145,167.227507967591
36:33.658,0,-0.02,0.01,0,-0.03,-0.06,0,0,148.449892870325,143.453207357942,167.429274657125
36:33.668,0,0.01,0.12,0.05,-0.04,-0.69,-0.11,-0.03,148.327588212065,143.591933077736,167.631041346656
36:33.710,0,0,-0.05,-0.01,0.09,0.23,0.02,0,148.392766689958,143.607427362483,167.587525708464
36:33.719,0,0,-0.05,-0.01,0.09,0.23,0.02,0,148.457945167853,143.62292164723,167.544010070271
36:33.730,0,0,-0.03,-0.04,-0.02,-0.24,-0.07,-0.01,148.523123645748,143.638415931976,167.500494432078
36:33.739,0.01,0,-0.02,-0.01,-0.07,0.29,0.08,0,148.588302123639,143.653910216722,167.456978793886
36:33.748,0,0,0.01,0.03,0.02,0.02,-0.02,0,148.471186504508,143.62244103223,167.373534794828
36:33.759,-0.01,-0.01,-0.02,0,-0.03,0.1,-0.06,-0.02,148.35407088538,143.590971847738,167.290090795765
36:33.770,-0.01,-0.01,-0.02,0,-0.03,0.1,-0.06,-0.02,148.236955266246,143.559502663246,167.206646796703
36:33.779,0,0,0.02,0.02,0,-0.03,-0.06,-0.01,148.119839647112,143.528033478755,167.123202797642
36:33.820,-0.01,0,-0.04,-0.04,-0.03,0.09,0,-0.01,148.241490183411,143.445255209345,167.048398688641
36:33.829,-0.01,0,-0.04,-0.04,-0.03,0.09,0,-0.01,148.363140719712,143.362476939935,166.973594579639
36:33.839,0,0,-0.01,0.04,0.05,-0.37,-0.04,-0.02,148.440910062718,143.351722791332,166.924108249205
36:33.847,0,-0.04,-0.02,0.01,0.05,0.12,0.01,-0.02,148.518679405723,143.340968642729,166.874621918772
36:33.856,0,0,-0.03,0,0,0,0.04,0,148.596448748729,143.330214494126,166.825135588339
36:33.866,0,0,-0.03,0,0,0,0.04,0,148.674218091735,143.319460345522,166.775649257906
36:33.875,0,0,0.01,-0.01,-0.02,-0.05,-0.01,-0.02,148.751987434742,143.308706196919,166.726162927474
36:33.885,0,0,0.01,-0.01,-0.02,-0.05,-0.01,-0.02,148.767417750329,143.442281146886,166.890943584036
36:33.930,0,-0.01,-0.04,-0.03,-0.05,0.01,0.04,-0.01,148.782848065915,143.575856096852,167.055724240594
36:33.939,0,-0.01,-0.04,-0.03,-0.05,0.01,0.04,-0.01,148.775530178713,143.59896530158,167.14108102184
36:33.948,0,-0.01,-0.04,-0.03,-0.05,0.01,0.04,-0.01,148.768212291511,143.622074506309,167.226437803089
36:33.956,0,0,0.01,0.02,0.03,-0.14,-0.02,0.02,148.760894404309,143.645183711038,167.311794584337
36:33.965,0,0,-0.01,-0.04,-0.12,-0.51,-0.03,0,148.753576517106,143.668292915768,167.397151365585
36:33.977,0,-0.03,-0.01,0.01,0.06,0.13,0.02,-0.01,148.746258629904,143.691402120497,167.482508146832
36:33.986,0,-0.03,-0.01,0.01,0.06,0.13,0.02,-0.01,148.738940742701,143.714511325226,167.567864928078
36:33.996,0,-0.01,-0.02,0,-0.03,0.27,0,0,148.731622855499,143.737620529955,168.488309531132
36:34.051,0,0.01,-0.01,0.02,0.05,-0.05,0.02,0,148.366500606098,143.677309716537,167.387169697802
36:34.060,0,0.01,-0.01,0.02,0.05,-0.05,0.02,0,148.001378356705,143.61699890312,167.121117686278
36:34.069,0,0.01,-0.01,0.02,0.05,-0.05,0.02,0,147.636256107297,143.556688089702,166.855065674747
36:34.078,-0.01,-0.01,0,-0.01,-0.05,-0.05,-0.06,0,147.271133857888,143.496377276284,166.589013663215
36:34.089,0,0.01,-0.02,-0.02,0.01,0.17,0,-0.01,147.295781278486,143.613441707129,166.80999594754
36:34.097,-0.01,0,-0.05,0.01,0.05,-0.09,-0.04,0.01,147.320428699084,143.730506137975,167.030978231862
36:34.107,0,0.03,0.04,0.01,-0.05,-0.42,-0.03,0,147.345076119682,143.84757056882,167.251960516183
36:34.153,0,0,0,-0.04,0.13,0.11,0.02,0,147.293411574015,143.810667904801,167.170095365078
36:34.164,0,0,0,-0.04,0.13,0.11,0.02,0,147.241747028349,143.77376524078,167.088230213971
36:34.172,0,0,0,-0.03,-0.09,-0.26,0,-0.01,147.190082482683,143.736862576761,167.006365062865
36:34.183,0,0,0,-0.03,-0.09,-0.26,0,-0.01,147.138417937017,143.699959912741,166.924499911758
36:34.192,0,0.01,0,-0.03,-0.07,0.35,-0.02,-0.01,147.08675339135,143.663057248721,166.842634760651
36:34.200,0,0.01,0,-0.03,-0.07,0.35,-0.02,-0.01,147.297600613809,143.754065887601,166.967919911704
36:34.210,0,-0.01,0.02,0,-0.03,-0.03,0,-0.01,147.508447836266,143.84507452648,167.09320506276
36:34.253,0,0,0,0,-0.01,0.19,-0.05,-0.01,147.719295058723,143.936083165358,167.218490213814
36:34.268,0,-0.01,0.04,0.01,0.03,-0.08,-0.08,-0.01,147.623848865089,143.917485742704,167.346836097344
36:34.284,-0.01,0,0.02,0,0,0.16,-0.01,-0.01,147.528402671456,143.898888320049,167.475181980873
36:34.297,-0.01,0.02,-0.03,0.01,0,-0.07,-0.03,-0.05,147.432956477827,143.880290897395,167.603527864398
36:34.307,-0.01,0.02,-0.03,0.01,0,-0.07,-0.03,-0.05,147.347396316803,143.865126716108,167.372006633839
36:34.318,0,-0.01,0,0.02,-0.03,0.08,0.01,0.01,147.261836155776,143.849962534821,167.140485403277
36:34.326,-0.02,-0.01,0,-0.02,-0.04,0.34,0.01,0,147.176275994752,143.834798353534,166.908964172719
36:34.367,0,0,0,0.01,-0.02,-0.09,-0.03,0.01,147.225602432469,143.898205697682,166.942512604255
36:34.377,0,-0.02,-0.03,-0.01,0.02,0.35,0.12,0,147.274928870185,143.961613041831,166.976061035792
36:34.386,0.01,0,0.03,0.02,0.03,0.41,0,-0.01,147.3242553079,144.025020385975,167.009609467328
36:34.396,0,0.03,0,0,-0.03,-0.27,-0.09,-0.01,147.373581745615,144.088427730121,167.043157898866
36:34.404,0,0.03,0,0,-0.03,-0.27,-0.09,-0.01,147.422908183332,144.151835074268,167.076706330403
36:34.414,0,-0.04,0,0,0.07,0.2,0,0,147.452623816583,144.176795513406,167.148045717631
36:34.423,0,-0.04,0,0,0.07,0.2,0,0,147.482339449834,144.201755952543,167.21938510486
36:34.433,-0.01,-0.02,-0.02,-0.02,0,0.03,-0.03,-0.01,147.512055083086,144.226716391681,167.29072449209
36:34.475,0,0.01,0,0,0.01,-0.11,-0.03,0,147.242544379485,144.157717661254,167.329332937466
36:34.486,0,0.01,0,0,0.01,-0.11,-0.03,0,146.97303367588,144.088718930826,167.367941382841
36:34.495,-0.01,0.07,0.04,0.01,0,0.17,0,0.01,146.703522972275,144.019720200397,167.406549828218
36:34.504,0,-0.01,-0.02,0,0.01,0.02,0.01,-0.03,146.730234510806,144.020297638875,167.386131746546
36:34.513,-0.01,-0.04,0.01,-0.02,0,0.05,-0.1,0,146.756946049336,144.020875077353,167.365713664875
36:34.524,-0.01,-0.04,0.01,-0.02,0,0.05,-0.1,0,146.783657587866,144.02145251583,167.345295583204
36:34.533,-0.01,-0.01,-0.03,0,-0.04,0.08,0.06,0,146.810369126397,144.022029954308,167.324877501533
36:34.541,-0.01,0,0.04,0.04,0,-0.04,0.01,-0.01,146.837080664928,144.022607392786,167.30445941986
36:34.579,0,-0.02,0,0,-0.01,-0.12,0,-0.02,146.332059149841,143.881544612676,167.217643209804
36:34.590,0.01,-0.01,0.06,0,-0.02,-0.14,0.05,0.02,145.827037634765,143.740481832565,167.130826999748
36:34.599,0.01,-0.01,0.06,0,-0.02,-0.14,0.05,0.02,145.322016119666,143.599419052457,167.044010789692
36:34.610,-0.02,0.01,-0.03,-0.01,-0.01,0.23,0.02,-0.01,144.816994604582,143.458356272351,166.957194579638
36:34.619,0,-0.02,-0.05,0,0.04,0.16,0.05,-0.02,144.717750045929,143.79136557048,167.399702954928
36:34.634,-0.01,0,-0.06,-0.02,0,-0.23,0.01,0.01,144.618505487279,144.124374868607,167.842211330208
36:34.648,0.02,0,-0.02,-0.05,-0.04,0.15,0,0,144.519260928624,144.457384166741,168.284719705502
36:34.692,0,-0.02,-0.04,-0.02,-0.01,-0.41,0,0,144.896232009014,144.308841533068,168.078122999672
36:34.704,-0.01,-0.01,-0.01,-0.01,0.03,0.03,-0.07,-0.02,145.273203089411,144.160298899394,167.87152629384
36:34.713,-0.01,-0.02,0,0,0.02,-0.02,-0.03,0,145.233936222173,144.290099712849,167.995348858993
36:34.722,-0.01,-0.02,0,0,0.02,-0.02,-0.03,0,145.194669354936,144.419900526304,168.119171424143
36:34.730,0,0,0.01,0.01,0,0.06,0.02,0,145.155402487699,144.549701339758,168.24299398929
36:34.740,0,-0.01,0,-0.01,-0.01,0.21,-0.02,-0.01,145.116135620461,144.679502153213,168.366816554437
36:34.751,0,-0.01,0,-0.01,-0.01,0.21,-0.02,-0.01,145.076868753224,144.809302966667,168.490639119584
36:34.761,0,0,-0.03,0,0,0.1,0.01,0.01,145.037601885985,144.939103780122,168.61446168473
36:34.802,0,-0.01,-0.03,0,0,-0.01,-0.14,-0.02,144.989821219215,144.528817058368,168.546907475185
36:34.811,0,-0.01,-0.03,0,0,-0.01,-0.14,-0.02,144.942040552445,144.118530336609,168.479353265638
36:34.820,-0.01,0,-0.01,-0.01,-0.01,0.02,0.04,-0.01,144.745526500381,144.035994438129,168.411874226624
36:34.829,-0.01,0.01,0,0.02,0,0.05,0.03,0,144.549012448311,143.953458539648,168.344395187611
36:34.841,-0.01,0.01,0,0.02,0,0.05,0.03,0,144.352498396249,143.870922641165,168.276916148596
36:34.850,-0.01,0,0,0,-0.07,-0.31,0.03,0,144.155984344186,143.788386742685,168.209437109581
36:34.860,0,-0.02,0.03,0,-0.02,-0.06,0.08,0.01,143.959470292124,143.705850844204,168.141958070568
36:34.869,0,0,-0.03,-0.05,-0.02,0.15,0,-0.02,143.76295624006,143.623314945723,167.961121215157
36:34.910,0,-0.02,-0.02,-0.03,0.04,0.3,0.04,-0.02,143.48125258978,143.661721917962,168.245394341706
36:34.920,0,0,0,0.01,0.17,-0.2,-0.04,0.02,143.199548939505,143.7001288902,168.416309651861
36:34.929,0,0,0,0.01,0.17,-0.2,-0.04,0.02,142.91784528923,143.738535862439,168.587224962015
36:34.941,-0.01,0,0.03,0.01,-0.03,0.35,0.02,0,142.636141638955,143.776942834678,168.758140272163
36:34.949,0,-0.01,0,0,0.01,-0.05,0,0,142.354437988673,143.815349806917,168.92905558231
36:34.958,-0.01,-0.01,0,-0.01,-0.02,0.11,-0.03,0,141.885449840061,143.810385042295,168.883321482902
36:34.972,0,-0.01,-0.03,-0.01,-0.02,-0.12,0,-0.01,141.416461691446,143.805420277673,168.837587383494
36:35.019,0,-0.02,0,0.03,0.03,-0.12,-0.04,-0.01,141.15609280661,143.742559856385,168.809865592147
36:35.029,0,-0.02,0,0.03,0.03,-0.12,-0.04,-0.01,140.895723921771,143.679699435098,168.7821438008
36:35.039,0,0,0,-0.03,-0.02,-0.06,0.01,0,140.635355036935,143.61683901381,168.754422009453
36:35.049,0,0,0,-0.03,-0.02,-0.06,0.01,0,140.374986152103,143.553978592524,168.726700218107
36:35.057,0,-0.02,0,-0.02,0.12,-0.23,0,0,139.946200822968,143.587914923208,168.748933173636
36:35.067,0,0.02,0,-0.02,-0.07,-0.3,0.01,0.01,139.517415493829,143.621851253891,168.771166129166
36:35.076,-0.01,-0.02,0,-0.02,-0.12,-0.13,0.02,0,139.088630164697,143.655787584575,168.793399084695
36:35.085,-0.01,-0.02,0,-0.02,-0.12,-0.13,0.02,0,138.659844835558,143.689723915258,168.815632040225
36:35.130,0,0,0.01,0,0.01,0.41,0,-0.01,138.119521706481,143.383331653984,168.699611875518
36:35.139,-0.01,-0.06,-0.04,-0.01,-0.01,0.26,0.01,0.01,137.579198577412,143.076939392709,168.583591710812
36:35.152,0,0,-0.01,0,-0.03,0.04,-0.01,-0.03,137.038875448343,142.77054713144,168.467571546109
36:35.162,0,0,-0.01,0,-0.03,0.04,-0.01,-0.03,136.376385259471,142.776077150551,168.471482191063
36:35.172,0,0,-0.01,0,-0.03,0.04,-0.01,-0.03,135.713895070585,142.781607169662,168.475392836016
36:35.181,0,0.01,-0.01,-0.01,-0.02,-0.13,-0.16,-0.01,135.051404881713,142.787137188774,168.47930348097
36:35.190,0,0.01,0,0,0.15,0.25,-0.01,0,134.388914692812,142.792667207885,168.483214125924
36:35.202,0.01,0,0,0,0,0.03,0.05,0.02,133.726424503941,142.798197226996,168.487124770877
36:35.250,0.01,0,0,0,0,0.03,0.05,0.02,133.786517038054,142.670844963808,168.377977509158
36:35.259,-0.01,0.03,-0.06,0,-0.02,-0.07,-0.01,-0.02,133.846609572167,142.543492700623,168.268830247443
36:35.269,-0.01,0.03,-0.06,0,-0.02,-0.07,-0.01,-0.02,133.906702106281,142.416140437433,168.159682985724
36:35.277,-0.01,-0.01,-0.01,-0.02,0.01,-0.02,0.09,0.01,133.550250117078,142.372580306531,168.078931425931
36:35.287,-0.01,-0.01,-0.01,-0.02,0.01,-0.02,0.09,0.01,133.193798127875,142.329020175632,167.998179866139
36:35.296,0,-0.01,-0.02,0,0,0.05,-0.02,0,132.837346138673,142.285460044729,167.917428306348
36:35.304,0.02,0,0.03,0.02,-0.02,0.11,0.06,0,132.480894149463,142.241899913827,167.836676746552
36:35.354,-0.01,0,0,0.02,0.04,-0.04,0,0.02,133.163986679327,142.098468540792,167.722260360779
36:35.368,-0.02,0,0,-0.02,-0.02,0.29,0.05,-0.01,133.847079209198,141.955037167756,167.607843975005
36:35.380,0,0,0,-0.01,0,0.43,-0.03,0,133.483222042785,142.000868976506,167.558281847481
36:35.392,0,-0.05,-0.02,0,0.02,-0.01,-0.06,-0.03,133.119364876366,142.046700785257,167.508719719957
36:35.401,0,-0.05,-0.02,0,0.02,-0.01,-0.06,-0.03,132.755507709953,142.092532594007,167.459157592433
36:35.411,0,-0.05,-0.02,0,0.02,-0.01,-0.06,-0.03,132.391650543534,142.138364402757,167.409595464909
36:35.452,0,0,0,-0.03,-0.06,-0.15,0.04,-0.01,133.110646920788,142.08200712718,167.454058893211
36:35.461,0,0,0,-0.03,-0.06,-0.15,0.04,-0.01,133.829643298042,142.025649851604,167.498522321513
36:35.472,0,0,0,-0.03,-0.06,-0.15,0.04,-0.01,134.548639675326,141.969292576025,167.542985749816
36:35.480,0,0,0.01,0,-0.01,0.09,-0.14,-0.06,135.267636052595,141.912935300448,167.587449178117
36:35.489,0,-0.01,-0.01,0,0.05,0.32,0.03,0.01,134.864769327076,141.961598880177,167.482413458039
36:35.498,0,-0.01,0.01,0,0.01,-0.08,0.06,0.03,134.461902601557,142.010262459903,167.377377737965
36:35.508,0,-0.01,0.01,0,0.01,-0.08,0.06,0.03,134.059035876031,142.058926039633,167.272342017885
36:35.518,-0.01,0,-0.01,0,-0.01,0.01,0.02,-0.01,133.656169150505,142.107589619362,167.167306297808
36:35.558,0,-0.01,0,-0.04,-0.02,0.19,0.06,0,132.397545204294,142.219323517325,167.270989365356
36:35.568,0,-0.01,0,-0.04,-0.02,0.19,0.06,0,131.138921258083,142.331057415287,167.374672432903
36:35.576,0,0.01,0.01,-0.01,0.01,-0.02,-0.1,-0.01,129.880297311858,142.442791313253,167.478355500452
36:35.586,0,0.01,0.01,-0.01,0.01,-0.02,-0.1,-0.01,129.632002761315,142.483660083484,167.536405955238
36:35.595,0.01,0,0.01,0.03,0,-0.26,0.05,0.01,129.383708210786,142.524528853712,167.594456410023
36:35.603,0.01,0,0.01,0.03,0,-0.26,0.05,0.01,129.135413660239,142.565397623943,167.65250686481
36:35.614,-0.01,0,-0.02,-0.03,0.15,0.04,-0.03,-0.01,128.887119109699,142.606266394173,167.710557319595
36:35.622,0.01,-0.01,-0.01,0.04,0.06,0.17,0.02,0,128.638824559155,142.647135164403,167.768607774381
36:35.631,0,0.01,0.02,-0.03,-0.09,0,0,0,128.390530008615,142.688003934633,167.826658229167
36:35.679,0,-0.07,0,0,0.04,-0.1,0.04,-0.02,127.891313018437,143.035448227432,167.805094818867
36:35.693,0,0,-0.02,0,-0.02,0,0,0.01,127.39209602827,143.382892520227,167.783531408567
36:35.706,0,0,-0.02,0,-0.02,0,0,0.01,126.892879038089,143.730336813036,167.761967998266
36:35.714,0,0,0.02,0.05,0.16,0.21,0.01,0,126.818646346771,143.723674628567,167.794937897022
36:35.724,-0.01,0,-0.02,-0.07,-0.09,0.04,-0.04,-0.01,126.744413655453,143.717012444097,167.827907795779
36:35.733,-0.01,0,-0.02,-0.07,-0.09,0.04,-0.04,-0.01,126.670180964136,143.710350259628,167.860877694536
36:35.742,0,0.01,-0.01,-0.02,-0.05,-0.42,-0.08,0,126.595948272816,143.703688075158,167.893847593293
36:35.784,0,-0.01,-0.01,-0.02,0.01,0.07,0,0,126.314150470651,143.608627415983,167.649108679758
36:35.794,0,-0.01,-0.01,-0.02,0.01,0.07,0,0,126.032352668495,143.513566756812,167.40436976622
36:35.804,0,-0.01,-0.01,-0.05,-0.06,0.08,0.02,-0.02,125.750554866325,143.418506097636,167.159630852679
36:35.817,0,-0.04,0,0,0.01,-0.05,-0.09,0,125.468757064162,143.32344543846,166.914891939145
36:35.826,0,-0.04,0,0,0.01,-0.05,-0.09,0,125.186959261999,143.228384779286,166.670153025618
36:35.836,0,0,0.01,0.03,0.04,0.09,0.04,0.01,125.138905343733,142.993596601285,166.554688832586
36:35.849,0,-0.01,0,0.03,0.04,0.21,0.03,0,125.090851425466,142.75880842328,166.439224639553
36:35.890,-0.01,0.01,0,0.03,0.04,0.1,-0.02,-0.03,124.927543510734,142.921233080804,166.513034542182
36:35.902,-0.01,0,0,-0.02,-0.03,-0.04,-0.16,-0.03,124.764235595998,143.083657738332,166.586844444813
36:35.911,-0.01,0,0,-0.02,-0.03,-0.04,-0.16,-0.03,124.600927681266,143.246082395857,166.660654347443
36:35.920,0,0.01,0,-0.01,-0.03,-0.49,-0.01,0,124.437619766533,143.40850705338,166.734464250072
36:35.929,0,0.01,0,-0.01,-0.03,-0.49,-0.01,0,122.916196440841,143.650677215644,166.780410243417
36:35.937,-0.01,-0.01,0,-0.01,0.08,0.19,0.04,0,121.394773115142,143.892847377901,166.826356236762
36:35.947,-0.01,-0.01,0,-0.01,0.08,0.19,0.04,0,119.873349789472,144.135017540164,166.872302230106
36:35.959,0,0,-0.02,0.02,-0.02,0.07,0.01,0,118.351926463714,144.377187702432,166.918248223453
36:36.007,0,0.01,-0.01,-0.03,-0.08,-0.03,0.1,0.02,116.830503138034,144.619357864697,167.944767685969
36:36.021,-0.01,0,0.02,0.04,0,-0.06,0.01,-0.03,116.193196467604,144.904547437385,167.149290496247
36:36.030,-0.01,0,0.02,0.04,0,-0.06,0.01,-0.03,115.555889797193,145.189737010056,167.334386775692
36:36.039,-0.01,-0.01,0,-0.02,-0.04,0.08,0,-0.03,114.918583126739,145.474926582752,167.519483055148
36:36.048,-0.01,-0.01,0,-0.02,-0.04,0.08,0,-0.03,114.281276456328,145.76011615543,167.704579334597
36:36.056,0,-0.01,0,0,0,0.32,0.04,0.02,113.643969785902,146.045305728119,167.889675614046
36:36.063,0,-0.03,-0.02,-0.01,0.07,0.18,0.04,-0.01,113.006663115462,146.330495300808,168.074771893498
36:36.072,-0.01,0.06,0.02,0.01,0.04,0.06,0.04,-0.01,112.369356445037,146.615684873497,168.259868172947
36:36.115,0,-0.02,0,-0.03,-0.04,0.33,0.07,-0.01,111.710939365847,145.850209569384,167.778063519945
36:36.127,0.01,-0.01,-0.02,0,0.03,-0.19,-0.03,0,111.052522286656,145.084734265263,167.296258866947
36:36.135,0,-0.01,-0.03,-0.01,-0.11,0.08,0,0.01,110.394105207437,144.319258961128,166.814454213934
36:36.144,0,-0.01,-0.03,-0.01,-0.11,0.08,0,0.01,111.174906425193,144.004921423179,166.653065449664
36:36.155,0,0,-0.02,-0.01,0.02,-0.08,0.06,0.02,111.955707642948,143.690583885222,166.491676685393
36:36.165,0,0,0.01,0.01,0,-0.06,0.05,0,112.736508860718,143.376246347278,166.330287921122
36:36.174,-0.01,-0.01,-0.01,0,0.06,0.01,0.01,-0.01,113.517310078489,143.061908809334,166.168899156852
36:36.217,0,0,-0.02,0,-0.02,-0.16,0,0.01,117.38385646214,142.293902925125,165.668062463832
36:36.227,0,0,-0.02,0,-0.02,-0.16,0,0.01,121.250402845792,141.525897040909,165.167225770812
36:36.237,-0.01,-0.01,0.02,-0.01,0.01,-0.42,0,0,122.148122066515,141.481039272128,165.088446887265
36:36.247,-0.01,-0.01,0.02,-0.01,0.01,-0.42,0,0,123.045841287239,141.436181503351,165.00966800372
36:36.256,-0.01,-0.01,0.02,-0.01,0.01,-0.42,0,0,123.943560507963,141.391323734569,164.930889120171
36:36.268,0,0,-0.01,-0.02,-0.01,0.07,-0.02,0,124.841279728687,141.346465965789,164.852110236623
36:36.276,-0.01,0,-0.01,0,0.01,-0.15,-0.07,0,125.738998949411,141.301608197008,164.773331353073
36:36.286,0,0.02,0,-0.01,-0.08,-0.02,-0.03,0.01,126.636718170125,141.256750428228,166.721562186483
36:36.345,0,0,-0.02,-0.02,-0.08,-0.2,0.05,0,124.257695188629,141.95998087815,165.146540211099
36:36.354,-0.01,-0.01,0,0,-0.05,0.07,0,0,121.878672207065,142.663211328079,165.598527952694
36:36.367,-0.01,-0.02,-0.01,0,0,0.43,-0.01,-0.03,119.49964922556,143.366441777987,166.05051569426
36:36.377,0,0,-0.01,-0.02,-0.08,-0.29,-0.02,0,117.120626243996,144.069672227903,166.502503435833
36:36.385,0,0,-0.01,-0.02,-0.08,-0.29,-0.02,0,116.430234466745,144.221974989114,166.728351665721
36:36.395,0,0,0,-0.04,-0.04,0.13,-0.02,0,115.739842689509,144.374277750323,166.954199895605
36:36.440,0,0,-0.01,0,-0.08,-0.28,0,-0.01,116.794208059669,144.30611976217,166.906463285504
36:36.450,0,0,-0.01,0,-0.08,-0.28,0,-0.01,117.848573429801,144.237961774019,166.858726675404
36:36.459,0.01,0,0,-0.01,-0.06,-0.09,-0.02,0.02,118.902938799933,144.169803785868,166.810990065305
36:36.471,-0.01,-0.03,-0.01,-0.02,-0.05,0.31,-0.03,0,119.957304170122,144.101645797714,166.763253455205
36:36.480,-0.01,-0.01,-0.01,0.04,0.05,0,-0.02,-0.01,121.011669540254,144.033487809561,166.715516845105
36:36.488,-0.01,-0.01,-0.01,0.04,0.05,0,-0.02,-0.01,120.712318796588,144.70989434261,167.066472960832
36:36.498,0,0.04,0,0,-0.12,0.02,0.08,0,120.412968052915,145.38630087566,167.417429076566
36:36.507,0,-0.01,0.01,0,0,-0.27,-0.02,0,120.113617309245,146.06270740871,167.768385192292
36:36.559,0,-0.02,-0.02,-0.05,-0.08,-0.07,-0.01,0,119.46109658073,145.603769823098,167.145844787265
36:36.572,0,-0.02,-0.02,-0.05,-0.08,-0.07,-0.01,0,118.808575852207,145.144832237482,166.52330438223
36:36.582,-0.01,0,0,0,-0.05,-0.2,-0.06,0,118.349936774161,145.05398264376,166.336700363699
36:36.594,-0.01,0,0,0,-0.05,-0.2,-0.06,0,117.891297696115,144.963133050039,166.150096345165
36:36.603,0,0,0.02,-0.02,0.01,0.42,0.03,0,117.432658618069,144.872283456318,165.963492326631
36:36.614,-0.01,0,0.01,0,-0.01,-0.21,-0.03,-0.02,116.974019540015,144.781433862598,165.776888308097
36:36.657,0,0,-0.03,-0.02,-0.06,0.13,-0.08,0,116.009538344035,144.58222841581,165.92665125739
36:36.668,-0.02,-0.03,0,0.01,0.03,0.02,0,-0.03,115.045057148047,144.383022969026,166.076414206684
36:36.677,-0.01,0.01,0,0,0.09,-0.04,0,0.02,114.080575952088,144.18381752224,166.226177155979
36:36.686,-0.01,0.01,0,0,0.09,-0.04,0,0.02,114.276268856305,144.092917197681,166.148598867252
36:36.694,0,0,0,-0.01,0,0.27,0.04,0,114.47196176053,144.002016873123,166.071020578522
36:36.706,0,0.03,-0.05,-0.07,-0.05,0.21,0.05,-0.01,114.667654664743,143.911116548565,165.993442289799
36:36.717,0,0.01,0,0.04,0.06,-0.04,-0.05,0,114.863347568957,143.820216224007,165.915864001074
36:36.726,0,-0.01,0.01,0,-0.01,0.15,0.07,0,115.059040473177,143.729315899445,165.838285712349
36:36.769,0,-0.01,0.01,0,-0.01,0.15,0.07,0,115.254733377393,143.638415574887,168.059710148425
36:36.778,-0.02,-0.02,0,-0.02,-0.09,-0.25,0.01,-0.01,114.817765417371,143.703498990393,165.844468681047
36:36.787,0.01,0.01,0,0,0.03,0.29,0.07,0,114.380797457357,143.768582405901,165.928229938465
36:36.797,0,0,0.01,0,0.02,0.57,-0.02,-0.01,113.943829497322,143.833665821409,166.011991195886
36:36.809,0,-0.03,0,0,0.06,-0.03,-0.05,0,113.506861537295,143.898749236915,166.095752453306
36:36.818,-0.01,-0.01,-0.01,-0.02,0.04,-0.05,0,-0.02,113.069893577274,143.96383265242,166.179513710727
36:36.827,-0.01,-0.01,-0.01,-0.02,0.04,-0.05,0,-0.02,112.632925617248,144.028916067926,167.887833484071
36:36.872,-0.01,0,0.01,0,0.04,0.23,-0.01,0,112.393650970786,144.068571301415,166.043272089049
36:36.883,0,-0.01,0,0.04,0.02,0.13,0.08,0,112.154376324324,144.108226534906,165.823269209955
36:36.893,0,-0.01,0,0.04,0.02,0.13,0.08,0,111.915101677863,144.147881768394,165.603266330865
36:36.905,-0.01,0,0,0.03,0.05,-0.07,-0.02,0,111.675827031406,144.187537001884,165.383263451771
36:36.914,0,0.01,0,0.09,0.17,-0.15,0.05,0,111.436552384948,144.227192235373,165.163260572677
36:36.922,0,-0.02,-0.02,-0.01,0.04,-0.22,-0.03,-0.01,109.812953335364,144.647004972016,165.860621944921
36:36.931,0,-0.02,-0.02,-0.01,0.04,-0.22,-0.03,-0.01,108.189354285831,145.066817708648,166.557983317136
36:36.940,-0.02,-0.06,-0.03,0,-0.08,-0.47,-0.06,-0.04,106.565755236283,145.486630445288,167.255344689373
36:36.979,-0.01,0,0,-0.02,-0.08,-0.15,0,-0.01,106.322480729621,145.419479243075,167.442376427203
36:36.989,-0.01,0.01,-0.01,0,0,-0.1,-0.12,0,106.079206222959,145.352328040863,167.629408165034
36:36.998,0,0.03,0.01,0,0.08,0.25,0.02,0,105.835931716298,145.285176838647,167.816439902868
