New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index+middle,ring+little
35:32.495,0,0.01,-0.03,-0.01,0,-0.09,-0.02,0.01,126.179641716983,147.529166267256,161.932157618303
35:32.543,-0.01,0,0,-0.01,-0.06,-0.43,-0.05,0,125.818108114279,147.422727891098,170.309294477948
35:32.552,0,0,-0.03,-0.01,0.01,0.24,0,-0.01,124.123004484572,146.924396743743,161.378190575881
35:32.561,0,0,-0.03,-0.01,0.01,0.24,0,-0.01,122.427900854847,146.426065596388,160.851134890559
35:32.570,-0.01,0,0,0,0.02,-0.07,0,0.01,120.732797225239,145.927734449055,160.324079205238
35:32.580,-0.01,0,0,0,0.02,-0.07,0,0.01,119.037693595543,145.429403301699,159.797023519917
35:32.588,0,-0.01,-0.01,0,0,0.28,0.01,-0.01,117.342589965905,144.931072154355,159.269967834611
35:32.598,0,-0.01,-0.01,0,0,0.28,0.01,-0.01,115.647486336209,144.432741007004,158.742912149282
35:32.639,0,-0.01,-0.02,-0.04,0,-0.09,-0.03,0,115.376183583488,144.282425901759,158.699498947147
35:32.648,0,0,0.13,0,-0.01,-0.12,-0.02,0,115.104880830771,144.132110796516,158.656085745013
35:32.658,0,0,0.13,0,-0.01,-0.12,-0.02,0,115.031711811505,144.351898514544,158.787282866386
35:32.666,0,0,0.03,0,0.03,0.07,-0.01,0.02,114.958542792243,144.571686232568,158.918479987758
35:32.676,-0.01,0.01,0.01,-0.02,0,0.03,0,-0.01,114.885373772977,144.7914739506,159.049677109131
35:32.687,-0.01,-0.02,-0.01,-0.02,-0.06,-0.2,-0.07,-0.05,114.812204753711,145.011261668629,159.1808742305
35:32.695,-0.01,-0.01,-0.04,0.01,0,-0.41,0.01,0,114.739035734447,145.231049386661,159.312071351869
35:32.705,-0.01,0.02,0,0,0.03,0.14,0,-0.02,113.518779163132,145.061756291445,159.112843074739
35:32.713,-0.01,0.02,0,0,0.03,0.14,0,-0.02,112.298522591809,144.892463196227,158.913614797606
35:32.753,0,0,0.03,0,-0.03,-0.39,-0.04,0,113.105470943963,144.920889358091,158.682208094564
35:32.765,0,0,-0.01,-0.02,-0.03,0.08,0.01,0,113.912419296073,144.949315519953,158.450801391526
35:32.780,0,0,-0.01,-0.02,-0.03,0.08,0.01,0,114.719367648242,144.977741681817,158.219394688484
35:32.793,0,0.01,0.07,0.05,0,0.23,0.06,0.01,115.526316000396,145.00616784368,157.987987985449
35:32.806,0,-0.06,-0.14,0.02,0.01,0.13,0.02,0.01,115.113608664993,145.261313808204,157.964235625602
35:32.816,0,-0.01,-0.04,-0.03,-0.06,-0.17,-0.07,-0.01,114.700901329583,145.516459772732,157.940483265754
35:32.858,0,0,0.02,0,0.01,0,-0.04,0,114.937477108586,145.473274267086,157.721340157772
35:32.869,0,-0.01,-0.04,-0.03,-0.03,-0.07,-0.04,-0.02,115.174052887589,145.430088761439,157.502197049791
35:32.881,0,-0.01,-0.04,-0.03,-0.03,-0.07,-0.04,-0.02,115.410628666599,145.386903255793,157.283053941806
35:32.892,-0.02,-0.06,0,-0.02,-0.03,-0.13,-0.04,-0.02,115.647204445602,145.343717750146,157.063910833822
35:32.903,-0.02,-0.06,0,-0.02,-0.03,-0.13,-0.04,-0.02,115.883780224605,145.3005322445,156.844767725837
35:32.912,0,-0.01,-0.04,-0.06,-0.06,-0.47,0.01,0,116.243474877716,145.389148731564,156.949748049732
35:32.922,0,-0.01,-0.04,-0.06,-0.06,-0.47,0.01,0,116.603169530827,145.477765218628,157.054728373627
35:32.931,-0.01,0,-0.01,0.04,0,0.17,0.05,-0.01,116.962864183937,145.566381705693,157.159708697523
35:32.973,0,-0.01,0,-0.02,0.02,0.15,-0.03,0,116.533766650537,145.531729081379,157.070581372417
35:32.984,0,-0.01,0,-0.02,0.02,0.15,-0.03,0,116.104669117143,145.497076457066,156.981454047311
35:32.992,0,0,-0.03,0,-0.06,-0.58,-0.03,0,115.67557158375,145.462423832753,156.892326722205
35:33.001,0,0,-0.03,0,-0.06,-0.58,-0.03,0,115.378316082948,145.295109721226,156.754513014987
35:33.011,0,0.03,0.15,0.03,0.02,0.36,-0.01,-0.01,115.081060582146,145.127795609698,156.616699307771
35:33.020,0,0.03,0.15,0.03,0.02,0.36,-0.01,-0.01,114.783805081359,144.960481498177,156.478885600554
35:33.031,0,0,-0.05,-0.02,0,-0.07,-0.02,0.01,114.486549580564,144.793167386654,156.341071893337
35:33.068,0,-0.03,0,0.03,0.01,-0.02,-0.02,0,114.503324071043,144.715594022434,156.34538923219
35:33.078,0,0,-0.02,0,0,0.03,0,0.02,114.520098561522,144.638020658213,156.349706571042
35:33.087,0,-0.02,-0.02,0,0,0,-0.02,-0.01,114.536873052001,144.560447293994,156.354023909895
35:33.097,-0.01,-0.02,-0.1,0,0.02,0.29,-0.04,-0.01,114.577778565701,144.582605252267,156.439188729786
35:33.106,-0.01,-0.02,-0.1,0,0.02,0.29,-0.04,-0.01,114.618684079401,144.60476321054,156.524353549677
35:33.118,-0.01,-0.02,-0.09,-0.02,0.01,0.12,0.03,-0.01,114.6595895931,144.626921168813,156.609518369567
35:33.135,0,0.02,0.05,0.03,-0.01,-0.1,-0.14,-0.02,114.700495106801,144.649079127087,156.694683189462
35:33.182,0,0.02,0.1,0.06,0,0,0.02,-0.01,114.646531008887,144.223450903104,156.155940921337
35:33.194,0.01,0,-0.05,0,0,-0.07,-0.02,0,114.592566910973,143.79782267912,155.617198653206
35:33.202,0.01,0,-0.05,0,0,-0.07,-0.02,0,114.53860281306,143.372194455143,155.078456385098
35:33.211,-0.01,-0.03,-0.02,-0.05,-0.03,-0.18,0,-0.02,114.405927527625,143.281957189322,154.785839967051
35:33.220,-0.01,-0.03,-0.02,-0.05,-0.03,-0.18,0,-0.02,114.27325224219,143.191719923501,154.493223548998
35:33.228,-0.01,-0.03,-0.02,-0.05,-0.03,-0.18,0,-0.02,114.140576956757,143.101482657682,154.200607130952
35:33.238,0,-0.02,-0.02,-0.01,0.01,0.14,0.03,0.02,114.007901671321,143.011245391861,153.907990712898
35:33.250,-0.01,-0.02,0,0.05,0.02,-0.02,-0.03,0,113.875226385888,142.92100812604,153.615374294845
35:33.289,0,0,0.06,0.04,-0.02,-0.07,0,0,113.570962474787,142.5767638874,153.569749848455
35:33.297,0,-0.02,-0.06,0,-0.04,-0.04,0.03,0,113.266698563682,142.232519648756,153.524125402064
35:33.306,0,-0.02,0.02,-0.01,0,0.12,-0.03,-0.01,112.962434652589,141.888275410121,153.478500955674
35:33.314,-0.02,0,0.08,-0.04,0,0,0.02,0,112.315884308133,142.06414390287,153.65143164964
35:33.324,-0.02,0,0.08,-0.04,0,0,0.02,0,111.669333963655,142.24001239561,153.824362343599
35:33.333,0,0,-0.02,-0.03,0.01,0.01,-0.05,0,111.022783619177,142.415880888355,153.997293037552
35:33.343,0,0,-0.02,-0.03,0.01,0.01,-0.05,0,110.376233274685,142.591749381105,154.170223731515
35:33.354,0,-0.01,0,0.02,0.01,0,0,0,109.729682930207,142.767617873851,154.343154425474
35:33.363,0,0,0.01,-0.04,-0.04,0.02,0,-0.03,109.083132585743,142.943486366592,154.51608511943
35:33.405,0,0,0.01,0,-0.02,0.01,0,0,107.938099113599,143.138771479416,155.0515204486
35:33.413,-0.01,0,0.04,0.02,0.01,0.15,0.08,-0.01,106.793065641468,143.334056592237,155.586955777762
35:33.422,0,0,0.07,-0.02,-0.01,0.19,-0.01,0,106.827073170233,143.269918271946,155.596078824901
35:33.432,-0.03,0.04,-0.1,-0.03,-0.05,-0.14,-0.03,-0.03,106.861080698998,143.205779951658,155.60520187204
35:33.441,-0.03,0.04,-0.1,-0.03,-0.05,-0.14,-0.03,-0.03,106.895088227762,143.141641631369,155.614324919178
35:33.450,0.01,0.01,0.02,0,-0.02,-0.14,-0.05,-0.01,106.929095756527,143.077503311079,155.623447966316
35:33.459,0.01,0.01,0.02,0,-0.02,-0.14,-0.05,-0.01,106.963103285291,143.01336499079,155.632571013455
35:33.467,0,0,0.03,0.03,0.02,-0.02,0,0,107.315497948166,143.562435746422,156.099655371971
35:33.506,-0.01,-0.02,-0.03,0.03,0.05,-0.02,-0.02,0,107.667892611043,144.111506502055,156.566739730486
35:33.515,-0.02,-0.03,0,-0.02,0,0.01,0,0,107.373544777583,144.101577413697,156.543610096653
35:33.524,-0.02,-0.03,0,-0.02,0,0.01,0,0,107.079196944134,144.091648325339,156.520480462819
35:33.537,0,0,0.02,-0.02,-0.05,-0.12,0,0,106.784849110678,144.081719236981,156.497350828986
35:33.551,0,0,-0.05,-0.01,0.01,0.09,0,0,106.490501277236,144.071790148624,156.474221195153
35:33.564,0,0,-0.05,-0.01,0.01,0.09,0,0,106.196153443787,144.061861060266,156.45109156132
35:33.576,0,0.01,0.03,0.04,0,0.17,0,0,106.685365286299,143.745444556524,156.378414390384
35:33.618,0,0.01,0.01,0.01,0.01,0.04,-0.01,0,107.174577128812,143.429028052782,156.305737219449
35:33.627,0,0,0.01,-0.01,0,-0.21,-0.09,0,107.272007278321,143.444559320473,156.509613653627
35:33.636,0,0.01,0.07,-0.01,-0.03,0.09,-0.04,0.01,107.369437427838,143.460090588164,156.713490087815
35:33.646,0,0.01,0.07,-0.01,-0.03,0.09,-0.04,0.01,107.466867577346,143.475621855855,156.917366521986
35:33.655,-0.01,-0.01,-0.04,-0.02,0,0.02,0,-0.01,107.564297726858,143.491153123546,157.121242956164
35:33.667,0,0,-0.01,0,-0.01,0.11,-0.01,-0.02,107.66172787637,143.506684391236,157.325119390342
35:33.675,0,-0.01,-0.19,-0.03,-0.03,-0.3,0,-0.01,107.75915802588,143.522215658927,157.528995824516
35:33.685,0,-0.01,-0.19,-0.03,-0.03,-0.3,0,-0.01,107.569372768945,143.458478268351,157.382062333996
35:33.728,0,0,0,0,0,-0.34,-0.01,0,107.379587512012,143.394740877775,157.235128843478
35:33.738,-0.01,-0.01,0,-0.01,-0.02,0,0,-0.01,107.050755173535,143.716696395211,157.46437268459
35:33.747,0,0.04,0.05,-0.02,-0.03,-0.23,0.01,0,106.721922835059,144.038651912648,157.693616525699
35:33.758,0,-0.02,0,0.02,0.01,0.2,0,0.01,106.393090496582,144.360607430082,157.922860366813
35:33.769,0,0.05,0.13,0,0.02,0.2,-0.01,0,106.064258158098,144.682562947524,158.152104207933
35:33.779,0,0.03,0.17,0.04,-0.02,-0.03,0,0.01,105.899223309605,144.756296496909,158.32995259239
35:33.788,0,-0.02,-0.05,0.04,0.01,0,0.01,0.01,105.734188461112,144.830030046293,158.507800976844
35:33.799,0,0.01,-0.08,0,0.04,-0.12,-0.01,-0.01,105.569153612618,144.903763595679,158.685649361305
35:33.840,-0.02,0.01,0.07,0.01,0.02,0.07,0.02,-0.01,105.913885178794,144.846098276327,158.617987489892
35:33.850,-0.02,0.01,0.07,0.01,0.02,0.07,0.02,-0.01,106.258616744977,144.788432956974,158.550325618478
35:33.859,0,-0.01,-0.05,-0.04,-0.02,-0.07,0,0,106.603348311161,144.730767637621,158.482663747065
35:33.868,0,-0.01,-0.03,-0.02,-0.01,0,0,0,106.948079877337,144.67310231827,158.415001875654
35:33.877,0,-0.01,-0.03,-0.02,-0.01,0,0,0,107.055034801109,144.800365071874,158.543817426185
35:33.886,0,-0.01,-0.03,-0.02,-0.01,0,0,0,107.161989724886,144.927627825478,158.672632976723
35:33.895,-0.01,0,-0.06,-0.05,-0.01,0.17,0.05,-0.01,107.268944648658,145.054890579082,158.801448527254
35:33.904,0,0,0,0.01,0.02,0,0,0,107.375899572431,145.182153332687,158.930264077786
35:33.949,0,-0.09,-0.11,-0.04,-0.03,-0.09,-0.02,-0.01,107.744418336508,145.643274117136,159.275731757152
35:33.964,-0.01,-0.02,0,0,-0.04,-0.31,0,0,108.112937100585,146.104394901582,159.621199436522
35:33.976,0.01,-0.01,-0.04,0,0.02,0.19,-0.06,-0.01,108.093586700763,146.438433394807,159.969349311148
35:33.986,0,-0.01,-0.06,0.04,0.04,-0.02,0,0,108.074236300943,146.772471888038,160.317499185781
35:33.996,0,-0.01,-0.06,0.04,0.04,-0.02,0,0,108.054885901122,147.106510381273,160.6656490604
35:34.005,-0.01,-0.01,0,0.01,-0.03,0.06,0,0,108.035535501301,147.4405488745,161.013798935019
35:34.013,0,0,0,-0.01,0.02,0.17,0.01,0.02,108.01618510148,147.77458736772,161.36194880963
35:34.055,-0.02,0,0.03,0.03,0,-0.01,-0.03,0,108.264144855581,148.137355596838,161.50019559461
35:34.065,-0.02,0,0.03,0.03,0,-0.01,-0.03,0,108.512104609683,148.500123825957,161.638442379586
35:34.075,-0.02,0,-0.05,-0.04,-0.02,0.02,0.01,0,108.760064363778,148.862892055076,161.776689164562
35:34.084,-0.02,0,-0.05,-0.04,-0.02,0.02,0.01,0,109.00802411788,149.225660284199,161.914935949546
35:34.093,0,0,-0.01,0.04,-0.02,0.01,0.01,0.01,108.727013280073,149.358966142406,162.271578773216
35:34.105,-0.01,-0.02,0.03,-0.03,-0.03,-0.03,-0.01,0,108.446002442273,149.492272000609,162.628221596882
35:34.118,0,-0.02,-0.08,0.02,0.01,0.01,0.03,0,108.164991604477,149.625577858814,162.984864420541
35:34.157,0,-0.03,0,-0.03,0,0.19,-0.16,-0.01,107.787143172005,149.496752936824,162.812697219075
35:34.166,-0.02,-0.01,-0.05,-0.01,0,0.03,0.01,-0.01,107.409294739547,149.367928014835,162.640530017612
35:34.177,0,0.01,-0.01,0.01,0,-0.02,0.01,0,107.031446307075,149.239103092841,162.468362816144
35:34.189,-0.01,0,-0.07,-0.01,-0.05,-0.14,0.02,0,107.282736307945,149.059875931915,162.567359965413
35:34.200,-0.02,-0.03,-0.1,0,-0.01,-0.14,-0.02,-0.02,107.534026308807,148.880648770993,162.666357114678
35:34.212,0,0.01,0.02,-0.03,-0.01,-0.35,-0.01,0,107.785316309681,148.701421610061,162.765354263951
35:34.221,0,0.01,0.02,-0.03,-0.01,-0.35,-0.01,0,108.036606310554,148.522194449137,162.86435141322
35:34.230,0,-0.04,-0.05,0,-0.06,-0.05,0.01,0.01,108.812294749267,148.402044550147,162.574669773454
35:34.272,0,-0.02,-0.08,0,0,-0.18,-0.02,-0.01,109.587983187987,148.281894651157,162.284988133688
35:34.280,0,-0.02,-0.08,0,0,-0.18,-0.02,-0.01,109.535396858604,148.156145586015,162.282665545035
35:34.292,0,0.03,0.04,-0.04,-0.02,0.05,0,0.01,109.48281052922,148.030396520869,162.280342956381
35:34.303,0,0.03,0.04,-0.04,-0.02,0.05,0,0.01,109.430224199838,147.904647455727,162.278020367728
35:34.312,0,0.01,-0.01,-0.02,0,0.14,0,-0.02,109.377637870455,147.778898390585,162.275697779075
35:34.321,0,0.01,-0.01,-0.02,0,0.14,0,-0.02,109.113685212196,147.800183937304,162.384016816782
35:34.337,0,0.05,0,0,0.02,-0.11,0.02,-0.01,108.849732553936,147.821469484023,162.492335854488
35:34.383,0,0.03,0,-0.04,-0.01,0.07,0,0,108.938385747584,147.676453058371,162.227014730957
35:34.392,0,-0.06,-0.01,-0.02,0.01,0.06,0,0,109.027038941234,147.531436632717,161.961693607431
35:34.401,0,0.02,0.01,0,-0.01,0.12,0,0,109.115692134883,147.38642020707,161.696372483904
35:34.410,0,0,0.09,0.02,0.02,0.26,0.05,0,109.204345328531,147.241403781419,161.431051360374
35:34.418,-0.01,-0.02,-0.05,-0.02,-0.04,0.02,0,-0.01,109.250765009312,147.492560038509,161.548326609078
35:34.427,-0.01,-0.02,-0.05,-0.02,-0.04,0.02,0,-0.01,109.297184690094,147.743716295594,161.665601857781
35:34.436,0,0,0,-0.03,-0.03,-0.13,-0.02,-0.01,109.343604370874,147.994872552676,161.782877106487
35:34.447,0,0,0,-0.03,-0.03,-0.13,-0.02,-0.01,109.390024051656,148.246028809768,161.900152355194
35:34.489,0,0.04,0,0,0,-0.13,-0.1,-0.03,108.752614268029,147.835991321332,161.630731565088
35:34.500,0,-0.08,0.02,0.02,0,0.15,-0.12,0,108.115204484391,147.425953832899,161.361310774984
35:34.509,0,-0.08,0.02,0.02,0,0.15,-0.12,0,107.477794700768,147.015916344459,161.091889984877
35:34.517,0,0.1,0,-0.03,0,-0.19,0.01,0,106.840384917115,146.605878856008,160.822469194769
35:34.526,-0.02,0.04,-0.04,-0.01,-0.02,0,-0.05,0,106.790749426831,146.399360379344,160.736976037702
35:34.536,-0.01,-0.04,0,0.05,0.04,0.33,0.05,0,106.741113936547,146.192841902683,160.651482880638
35:34.545,-0.01,-0.04,0,0.05,0.04,0.33,0.05,0,106.691478446261,145.986323426019,160.565989723573
35:34.555,0,-0.04,-0.02,-0.02,-0.02,0.19,0,0,106.641842955976,145.779804949359,160.480496566506
35:34.595,0,-0.04,0.02,0.01,0.03,-0.14,-0.03,0,106.823073411746,145.9331910226,160.617061598294
35:34.603,0,-0.04,0.02,0.01,0.03,-0.14,-0.03,0,107.004303867514,146.086577095835,160.753626630081
35:34.615,-0.02,0,-0.05,0,0.02,0.03,0.02,0,107.185534323282,146.239963169077,160.890191661867
35:34.623,-0.02,0,-0.05,0,0.02,0.03,0.02,0,107.366764779057,146.393349242322,161.026756693656
35:34.634,0,-0.08,-0.04,-0.02,0,0.03,-0.02,0,107.631727052099,146.328031888484,160.854847929408
35:34.650,0,0.02,-0.01,-0.01,0.02,-0.06,0.01,0,107.896689325142,146.262714534647,160.682939165163
35:34.665,-0.01,-0.02,-0.03,-0.02,-0.02,0.04,0.01,-0.01,108.161651598191,146.197397180807,160.51103040091
35:34.707,0,-0.07,0,0.02,0,-0.07,0,0.01,107.80908422219,146.072527186223,160.448488290796
35:34.715,0,0.04,-0.05,-0.04,-0.04,0.14,0.02,0.02,107.456516846192,145.947657191641,160.385946180682
35:34.725,0,0.04,-0.05,-0.04,-0.04,0.14,0.02,0.02,107.103949470191,145.822787197057,160.323404070567
35:34.734,0,0.01,0.03,0,-0.01,-0.05,-0.02,-0.01,107.139726178619,145.965921691903,160.435533358246
35:34.743,0,0.01,0.03,0,-0.01,-0.05,-0.02,-0.01,107.175502887047,146.10905618675,160.547662645928
35:34.752,0,0.01,0.03,0,-0.01,-0.05,-0.02,-0.01,107.211279595474,146.252190681598,160.659791933605
35:34.761,0,0.05,0.02,0.02,-0.05,0,-0.01,-0.01,107.247056303902,146.395325176446,160.771921221283
35:34.772,0,0.05,0.02,0.02,-0.05,0,-0.01,-0.01,107.28283301233,146.538459671293,160.884050508963
35:34.813,0,0,0.03,0.02,0.02,0.04,-0.02,0,107.432650612573,146.352828942085,161.090441139298
35:34.823,0,0,0.03,0.02,0.02,0.04,-0.02,0,107.582468212815,146.167198212876,161.296831769632
35:34.832,0,0,0.03,0.02,0.02,0.04,-0.02,0,107.732285813054,145.981567483672,161.503222399962
35:34.840,0,-0.02,0.02,0.05,0.04,-0.04,-0.03,-0.01,107.577324727787,145.964169652112,161.48050212993
35:34.850,-0.02,-0.04,0,0.03,0.03,0.17,0.02,0,107.42236364253,145.946771820552,161.457781859898
35:34.858,-0.02,-0.04,0,0.03,0.03,0.17,0.02,0,107.267402557263,145.929373988993,161.435061589866
35:34.867,-0.02,-0.04,0,0.03,0.03,0.17,0.02,0,107.112441471992,145.911976157433,161.412341319833
35:34.878,0,0.02,-0.01,-0.05,-0.05,-0.3,-0.02,0,106.957480386722,145.894578325874,161.3896210498
35:34.888,0,-0.03,0,0.01,0.01,0.19,0.03,0,106.802519301458,145.877180494315,161.366900779768
35:34.928,0,-0.07,-0.01,0,0.01,0.12,0.02,0,106.982513332514,146.008388868988,161.549990265476
35:34.936,-0.01,-0.04,-0.01,0,-0.05,-0.04,-0.04,-0.02,107.162507363573,146.139597243663,161.733079751186
35:34.946,-0.01,-0.04,-0.01,0,-0.05,-0.04,-0.04,-0.02,107.145218553902,146.001118647728,161.444443731496
35:34.955,0,-0.04,0.05,-0.01,-0.05,0.09,0,0,107.127929744232,145.862640051794,161.15580771181
35:34.964,0,-0.04,0.05,-0.01,-0.05,0.09,0,0,107.11064093456,145.724161455856,160.867171692116
35:34.976,-0.01,0.07,0.03,0.07,0.06,0,0,0,107.093352124889,145.585682859921,160.57853567243
35:34.984,-0.01,0.07,0.03,0.07,0.06,0,0,0,107.076063315218,145.447204263988,160.289899652736
35:34.993,0.01,0.05,-0.07,-0.05,-0.05,-0.27,-0.11,-0.01,107.058774505547,145.308725668053,168.271330566219
35:35.039,0,-0.12,-0.09,0,0.02,-0.13,0,0.01,106.731022500804,145.445554382492,160.025403488594
35:35.055,0,0.01,0.02,-0.03,0.01,0.06,0,0,106.403270496063,145.582383096938,160.049543344139
35:35.069,0,0.01,0.02,-0.03,0.01,0.06,0,0,106.075518491314,145.71921181138,160.073683199685
35:35.081,-0.01,0.1,0,-0.09,-0.08,0.03,0.02,-0.01,105.747766486573,145.85604052582,160.097823055231
35:35.092,0,0.07,0.01,0.03,0.09,-0.09,-0.02,-0.02,106.075115296797,145.982938162689,160.373848377538
35:35.101,-0.01,0.38,0,0,0,0.05,-0.03,-0.02,106.402464107025,146.109835799561,160.649873699844
35:35.148,0,-0.02,0.04,0,0,0.03,0,0,105.726649241638,146.373641395967,160.605188926565
35:35.160,0,-0.1,-0.06,0.01,0.01,0.04,-0.08,-0.01,105.050834376234,146.637446992372,160.560504153285
35:35.167,0,-0.1,-0.06,0.01,0.01,0.04,-0.08,-0.01,104.375019510844,146.901252588776,160.515819380005
35:35.178,0,-0.1,-0.04,-0.04,-0.03,0.11,0.07,0,104.375799434811,146.806107118121,160.219211078176
35:35.188,0,-0.1,-0.04,-0.04,-0.03,0.11,0.07,0,104.376579358779,146.710961647465,159.922602776343
35:35.196,0,-0.18,-0.03,0,0,-0.52,0,-0.01,104.377359282746,146.61581617681,159.625994474518
35:35.208,0,0.12,0.03,0.01,0.03,-0.14,-0.06,-0.02,104.378139206713,146.520670706155,159.329386172692
35:35.216,0,-0.21,-0.03,-0.02,-0.02,0.15,0,0.01,104.378919130681,146.425525235502,159.032777870874
35:35.258,0,0.05,-0.01,0.01,-0.04,0.07,0.01,0.02,103.858034710167,146.26320180405,159.107428057115
35:35.267,0,0.05,-0.01,0.01,-0.04,0.07,0.01,0.02,103.337150289648,146.100878372595,159.182078243357
35:35.276,-0.02,-0.06,-0.01,0.02,0,-0.03,-0.02,0,103.585208105811,145.98229508471,159.156485296635
35:35.285,0,0.11,0.04,0,0.02,0.1,-0.02,0,103.833265921967,145.86371179683,159.130892349913
35:35.295,0,-0.14,-0.04,0.02,-0.01,0.22,0.03,0.01,104.081323738123,145.745128508948,159.105299403191
35:35.303,0,-0.14,-0.04,0.02,-0.01,0.22,0.03,0.01,104.329381554282,145.626545221064,159.079706456469
35:35.312,0,-0.14,-0.04,0.02,-0.01,0.22,0.03,0.01,104.577439370445,145.507961933179,159.054113509747
35:35.321,0.01,0.16,-0.01,0.03,0,0.03,0,0,105.030365225626,145.941473892864,159.240205380362
35:35.363,-0.01,0.03,-0.01,0.01,0.12,0.38,0.02,-0.01,105.483291080811,146.374985852552,159.426297250975
35:35.372,-0.01,0.03,-0.01,0.01,0.12,0.38,0.02,-0.01,105.936216935996,146.808497812239,159.61238912159
35:35.384,0,-0.07,0.01,-0.01,-0.12,-0.21,-0.04,-0.02,105.776040225763,146.512612966708,159.485116556962
35:35.400,0,-0.02,0,-0.02,0.02,-0.11,-0.05,-0.02,105.615863515537,146.216728121193,159.357843992337
35:35.415,0,0.14,-0.06,0,-0.21,-0.32,-0.11,0,105.455686805308,145.920843275662,159.230571427708
35:35.424,0,0.14,-0.06,0,-0.21,-0.32,-0.11,0,105.295510095082,145.624958430137,159.103298863083
35:35.433,-0.03,-0.08,-0.01,0.02,-0.1,-0.18,-0.03,0,105.135333384851,145.329073584601,165.915353225028
35:35.475,0,0.01,0.03,0,0.01,-0.28,0.01,0.02,105.169604137014,145.557161422559,159.238742994472
35:35.484,0,0.01,0.03,0,0.01,-0.28,0.01,0.02,105.203874889177,145.78524926052,159.501459690495
35:35.493,0,0.01,0.03,0,0.01,-0.28,0.01,0.02,105.238145641339,146.013337098477,159.76417638651
35:35.501,0.01,0.21,0.01,0.02,0.01,0.36,0,0,105.272416393504,146.241424936441,160.026893082548
35:35.511,0,-0.13,-0.02,0.01,0.03,-0.33,0.09,-0.02,105.306687145667,146.469512774394,160.289609778571
35:35.523,0.03,0.06,0.06,-0.01,0.05,0.1,0.02,0.01,105.340957897831,146.697600612355,160.552326474601
35:35.531,0,0.13,0,0,-0.07,0.22,-0.04,-0.01,105.375228649994,146.92568845031,160.815043170624
35:35.541,-0.01,-0.08,-0.04,-0.03,-0.15,-0.05,-0.08,0.01,105.409499402158,147.153776288273,168.669818967702
35:35.585,0,-0.03,0,0.03,0.19,-0.14,0.02,0,105.009742084279,147.106481214838,161.30507861797
35:35.595,-0.02,0.02,0,-0.01,-0.09,-0.67,-0.04,-0.01,104.609984766401,147.0591861414,161.532397369294
35:35.603,-0.02,0.02,0,-0.01,-0.09,-0.67,-0.04,-0.01,104.210227448522,147.011891067964,161.759716120607
35:35.615,0,-0.02,0.09,0.01,-0.02,0.09,0.04,0,103.810470130637,146.964595994527,161.987034871923
35:35.623,0,-0.02,0.09,0.01,-0.02,0.09,0.04,0,103.410712812743,146.917300921092,162.214353623247
35:35.632,-0.02,0,0,-0.03,-0.18,-0.28,-0.07,-0.04,103.707850755898,147.025018019823,162.254172754039
35:35.643,-0.01,-0.32,-0.04,-0.03,-0.05,0.28,0.05,0,104.004988699053,147.132735118554,162.293991884831
35:35.652,-0.02,-0.04,-0.02,0.01,0.08,0.06,-0.04,0,104.302126642207,147.240452217288,162.333811015625
35:35.693,0,0.09,0.08,0,0.06,0,0.01,0,104.282995359632,147.201295409526,162.592125960025
35:35.704,-0.01,-0.14,-0.06,0.01,0.08,-0.09,0.01,0,104.263864077056,147.162138601765,162.850440904418
35:35.713,-0.01,0.42,0.01,-0.02,-0.04,0.02,0,-0.01,104.244732794482,147.122981794005,163.108755848814
35:35.723,0,0.07,-0.05,-0.05,-0.13,-0.31,-0.04,-0.02,104.285642518566,147.088358855498,163.089840269627
35:35.734,0.02,-0.14,0,0,0,-0.1,0.02,0.01,104.32655224265,147.053735916991,163.07092469044
35:35.749,-0.01,-0.05,-0.01,-0.02,0.02,0.24,0.04,0,104.367461966734,147.019112978484,163.052009111253
35:35.761,-0.01,-0.59,-0.02,-0.02,-0.07,-0.03,-0.03,-0.01,104.408371690819,146.984490039976,163.033093532066
35:35.801,-0.01,-0.22,-0.03,-0.02,-0.1,0,-0.02,0,105.103811204695,147.050608958855,163.681301645513
35:35.814,-0.01,-0.22,-0.03,-0.02,-0.1,0,-0.02,0,105.79925071857,147.116727877735,164.329509758958
35:35.821,0,0.15,0,-0.01,-0.02,0.11,0.05,0,105.724751088575,147.103068503479,164.287709910701
35:35.830,0,0.15,0,-0.01,-0.02,0.11,0.05,0,105.650251458577,147.089409129224,164.245910062444
35:35.840,0.01,0.11,-0.04,-0.03,-0.09,-0.01,-0.05,0,105.575751828583,147.075749754969,164.204110214187
35:35.850,0.01,0.11,-0.04,-0.03,-0.09,-0.01,-0.05,0,105.501252198588,147.062090380714,164.16231036593
35:35.862,-0.01,-0.24,0.02,0.02,0.18,-0.23,-0.04,-0.01,105.426752568592,147.048431006459,164.120510517672
35:35.872,-0.01,0,0,-0.07,-0.09,0.37,0.04,0,105.352252938595,147.034771632203,164.078710669416
35:35.918,-0.02,-0.08,0.03,0.01,0,0.08,0.07,-0.02,105.277753308598,147.021112257948,171.52034579626
35:35.927,-0.02,-0.08,0.03,0.01,0,0.08,0.07,-0.02,105.392735671758,146.98664307889,164.157538129522
35:35.937,0.01,-0.03,0.04,0.02,0.03,0.13,0.01,0,105.507718034918,146.952173899834,164.278165437885
