timestamp,thumb,index,middle,ring,little
23/06/22 00:25:10.854,139.30762323621076,171.410424735791,178.82390205355517,170.17823727189904,156.5238665564876
23/06/22 00:25:14.290,142.51273512773653,173.77815054440526,177.3014338559338,164.98636950724918,150.0035603802287
23/06/22 00:25:14.367,142.7407368434049,173.70254253566569,175.30563870547144,164.7631600038067,148.39104614361955
23/06/22 00:25:14.428,141.7415641528914,172.07498880224145,176.43468022894564,164.32012251197244,148.07804746526318
23/06/22 00:25:14.473,142.04993222172618,173.0084733581759,176.97349462995004,165.21441093986857,151.11352141224455
23/06/22 00:25:14.521,143.10543342164755,174.11413510334742,176.2124202542191,165.01217786123675,150.55645506505397
23/06/22 00:25:14.575,144.3816686978113,174.60150053555142,175.99940816564114,164.681475092169,150.4802456135078
23/06/22 00:25:14.630,143.78165009563668,174.60097594976045,175.81757292061533,164.89936442652095,150.82764171481242
23/06/22 00:25:14.675,142.2998698456102,175.0702564575974,175.53021813017364,165.17140524202856,151.69645193760223
23/06/22 00:25:14.724,142.4439532809519,174.6304335373071,175.44166219892548,164.75672845707984,152.01854761289292
23/06/22 00:25:14.758,144.25173817838893,174.63117424054542,174.99469941582493,164.387653655393,150.75069871817084
23/06/22 00:25:14.816,142.65992355475314,173.83555318695213,175.83031499074627,165.1049129357626,150.91051112774474
23/06/22 00:25:14.861,142.9191375320175,173.17203349933467,176.03529685134828,164.38451312882412,149.47318849128507
23/06/22 00:25:14.906,142.8091084429817,173.16804089439395,176.70878473164382,164.69685151624407,151.70010236752108
23/06/22 00:25:14.956,142.71748943814143,174.07987490782168,176.35861706771547,164.63186541440294,151.53144459897743
23/06/22 00:25:15.012,141.67367334251801,173.72634711093647,176.48038020899884,164.5986899347135,151.26133900354358
23/06/22 00:25:15.060,144.76163025041376,174.62958092349817,176.0277117437005,165.17816351595005,150.6034266755437
23/06/22 00:25:15.116,141.16893810123446,173.22391788812925,177.00518376848623,166.28594146460142,150.70312795049364
23/06/22 00:25:15.182,144.17865678037688,173.63288113684152,176.4220147169132,165.8552768004856,151.08576591079216
23/06/22 00:25:15.230,143.59487608621114,172.09879403199858,177.29640622642708,164.6994307651655,149.7169912542508
23/06/22 00:25:15.280,143.81334489596568,174.92920750325146,176.2161671991571,165.83852001002856,149.76827216298994
23/06/22 00:25:15.327,143.64341204148,173.29850282102177,177.54558353374009,165.50596572433057,151.7961071965323
23/06/22 00:25:15.377,141.0359007721631,175.86797321573195,176.50675753097656,166.25069466140692,148.1184964893859
23/06/22 00:25:15.423,143.31806365971119,172.14074269600508,177.87777596761006,165.48821924729094,151.31075124031068
23/06/22 00:25:15.470,142.70288825380518,172.88098913704275,177.16063803915557,165.56047534675156,152.0477280047448
23/06/22 00:25:15.517,142.0831521484655,174.8531099662986,176.57510028593123,165.95049734097034,149.40531620836123
23/06/22 00:25:15.561,144.09721034607452,172.859586809802,177.95304072682563,166.80681606393446,150.0175730486712
23/06/22 00:25:15.608,143.27822873538764,173.9165592505169,176.33259304829443,165.3413171138337,149.98083467490773
23/06/22 00:25:15.650,144.035663022807,174.87377676479448,175.7581723323851,164.35720210208427,149.22891623443485
23/06/22 00:25:15.706,143.4101645115314,174.73795877858396,176.2949163444506,164.95499135729824,149.90613259049078
23/06/22 00:25:15.762,143.3972240088344,171.20221057302751,178.20680277527964,166.08199867340187,151.73089242444794
23/06/22 00:25:15.815,142.94118939927603,173.77114214097946,175.76606729658934,164.01744421399664,150.4188830303905
23/06/22 00:25:15.858,142.42222878338936,174.4468945230867,175.78628391418337,165.43052838231355,150.95887165002486
23/06/22 00:25:15.908,140.8272260162269,174.48631008539877,175.05778784393274,164.4916935035651,150.03947691820753
23/06/22 00:25:15.964,142.86346724282782,174.52593299652622,175.47165238542516,164.77640473707754,149.37800646048672
23/06/22 00:25:16.015,140.96024320797625,172.4445512529321,176.83982837308233,164.43508893653032,148.94778787426756
23/06/22 00:25:16.060,142.89418681709702,174.72019542234978,174.02802055458818,163.37734397699833,149.02731573076886
23/06/22 00:25:16.112,144.09819936669763,174.92644020537853,175.58891681488103,164.80574904124,149.01942382845613
23/06/22 00:25:16.153,143.17396522593762,172.2201658150621,175.94802073695791,163.59777897541716,147.36543192298268
23/06/22 00:25:16.210,143.4374965001199,172.14980988803572,176.68500442722683,164.65916509115723,149.69928212674571
23/06/22 00:25:16.271,145.16379554473778,172.85488181652136,176.9749299685564,165.46302541721627,150.54435490622774
23/06/22 00:25:16.329,142.33495338211637,171.39661733831676,178.23807031593077,165.0753292490044,151.3538359043662
23/06/22 00:25:16.383,142.00265472900585,172.39693795875044,177.11901455050116,164.7876430129619,150.75744921801171
23/06/22 00:25:16.441,141.713348628857,173.1625130943443,176.95675877263727,164.4813178637224,150.864890807988
23/06/22 00:25:16.485,143.46050353998007,173.02632690427498,177.44193792981247,166.76096399696968,151.1333215956119
23/06/22 00:25:16.542,143.66637178455207,173.17882747523834,177.04717314151557,164.48803016928056,150.91881909015567
23/06/22 00:25:16.602,146.2696978516083,176.97369046054834,176.3113048225757,167.3483436868439,149.2410294301097
23/06/22 00:25:16.659,143.30719869673825,171.91676048575695,177.43703201725995,164.7263641132646,149.1341157874561
23/06/22 00:25:16.704,142.93965295367488,172.37157926162382,176.85338696796742,164.64549518716805,149.92059149721166
23/06/22 00:25:16.750,142.80462038796122,171.46980500267404,177.29843788929384,164.93747965897396,149.72090004319116
23/06/22 00:25:16.813,143.17892683812389,173.6384477001191,175.70409666168285,163.18121260811125,149.15313089234726
23/06/22 00:25:16.860,143.13282379969672,173.54157962764677,175.56398236701688,162.95164221593882,147.85469936230044
23/06/22 00:25:16.918,144.04410649177134,174.34060833877223,175.81585265595933,164.22744758511146,150.35182292707435
23/06/22 00:25:16.967,144.2183165687389,172.11714871281063,177.5863954714763,165.7633611665528,151.908180103721
23/06/22 00:25:17.012,144.40572583136213,172.47199629910895,176.62974081236655,164.3162226917525,150.4905422449692
23/06/22 00:25:17.062,143.08274730340358,172.50460295935628,176.4225990937263,164.8003030637245,149.76255953510469
23/06/22 00:25:17.124,145.60238868889243,173.70835925445257,175.94732790067914,165.2454794313072,151.62231511691252
23/06/22 00:25:17.171,144.85423243963479,173.10309238920775,176.2351770423661,164.87998898140572,149.68933810473496
